지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2016-06-18,23.9,19.3,528,30.3,1357,4.9,0,,0,,0,9.8,200,1649,5.7,200,1736,2.2,1899,18.4,35,1332,74.5,21.3,1003.4,1013.8,805,1010.1,2400,1011.6,14.5,9.2,1200,3.45,26.33,,,,,,5.4,2.9,32.4,15.4,,,,,,,,,,,,,
156,2016-06-19,25.8,21.6,215,31.5,1552,3.4,.4,229,.4,139,.4,7,270,1554,3.4,270,2028,1.5,1327,20.6,45,1557,75.9,24.4,1000.2,1010.1,1,1006.2,1741,1008.3,14.5,8.6,1100,3.25,23.92,,,,,,4.8,3.6,33.7,19.7,,,,,,,,,,,,,
156,2016-06-20,22.9,21.4,522,24.4,850,7.63,2.1,1646,6.2,1009,19.4,7.7,50,1446,4.5,50,1434,1.6,1421,22.4,89,9,97.1,27,998.1,1009.7,1040,1003.2,1723,1006.4,14.5,0,1100,.95,6.34,,,,,,9,7.4,25.7,18.6,,,,,,,,,,,,,
156,2016-06-21,25.4,21.8,155,30.9,1446,1.82,0,,0,,0,9.1,200,2156,4.8,200,2201,1.7,1434,22.3,58,1339,84.3,26.9,998.8,1008.2,2150,1005,23,1007,14.5,7.1,1300,2.76,20.94,,,,,,8.9,5.1,28.4,21.5,,,,,,,,,,,,,
156,2016-06-22,22.8,21.6,1347,24.9,855,8.12,1.8,1302,6.5,1256,12.1,8,180,845,3.3,200,810,1.5,1307,21.5,77,1100,93.4,25.7,996.8,1008,1,1003.1,1828,1005,14.5,0,1000,.69,6.75,,,,,,9.1,6.6,23.9,20.8,,,,,,,,,,,,,
156,2016-06-23,25.2,21.4,436,30.3,1645,,,,,,,5.9,200,1936,3.8,230,1901,1.4,1206,22.2,60,1648,84.6,26.7,997.8,1007.9,712,1004.5,1620,1005.9,14.5,5,1200,3.24,18.75,,,,,,7.8,6.1,27.6,20.2,,,,,,,,,,,,,
156,2016-06-24,22.2,20.4,2243,25.6,1635,14.33,8.2,432,18.9,346,60.1,8.5,230,1152,4.3,230,1141,1.9,1668,20.8,76,1711,92.4,24.7,992,1004.7,2322,996.4,1223,1000.3,14.5,.9,1600,1.26,5.97,,,,,,9.5,6,22.4,18.2,,,,,,,,,,,,,
156,2016-06-25,23.2,20,507,28,1422,,,,,,,10.1,290,1318,5.4,250,1252,2.4,2073,17.8,36,1425,75.3,20.6,997.9,1008.6,2324,1004.1,127,1006.2,14.5,9.6,1400,3.22,24.95,,,,,,4.8,2.8,25,17.8,,,,,,,,,,,,,
156,2016-06-26,24.1,19.2,528,29.7,1607,,,,,,,6,320,1206,2.8,20,1235,1.3,1162,17.9,42,1610,70.9,20.5,1001.9,1011.9,2212,1008.5,7,1010.2,14.5,12,1200,3.68,28.54,,,,,,2,1,28.8,16.2,,,,,,,,,,,,,
156,2016-06-27,22.3,19.3,521,25.7,1224,2.52,0,,0,,0,7.7,200,1610,4.8,200,1619,1.3,1089,18.2,62,900,78.6,20.9,1002,1011.5,7,1009.1,1226,1010.3,14.5,2.5,800,1.66,10.6,,,,,,8.3,4.3,24.3,16,,,,,,,,,,,,,
156,2016-06-28,22.9,19.5,609,26,1621,,,,,,,6.3,200,1615,3.4,180,1614,1.5,1298,18.5,63,1115,77.4,21.3,1002.8,1012.7,2257,1009.8,1524,1011,14.5,3.6,800,1.91,14.85,,,,,,9,3.6,25.7,18.1,,,,,,,,,,,,,
156,2016-06-29,23,20.6,629,25.8,1347,,,,,,,6.8,230,1004,4.1,230,1007,1.6,1425,20.4,76,1027,85.4,23.9,1002.9,1012.3,2202,1010.1,1426,1011.2,14.5,.5,1000,1.5,10.73,,,,,,9.8,7.3,26.5,19.6,,,,,,,,,,,,,
156,2016-06-30,24.8,22.3,46,29.6,1219,.57,0,,0,,0,8.6,230,1528,4.9,230,1512,2.1,1850,22.5,62,1043,87.5,27.2,1003.1,1012.5,944,1009.9,2157,1011.3,14.5,1.7,1100,2.68,11.74,,,,,,8.5,8.3,26.9,20.7,,,,,,,,,,,,,
156,2016-07-01,24.7,23.3,3,27,1036,12.87,12.3,1720,25.4,1719,70.6,16.4,200,2312,9.5,230,2350,3.5,3025,23.5,82,909,93.8,29,998.3,1011.1,1,1003.7,2357,1006.5,14.5,.3,1000,1.21,6.44,,,,,,9.5,6.4,25.8,20.8,,,,,,,,,,1,1.5,,
156,2016-07-02,23,22.4,523,25,1343,14.13,6,158,20.9,121,44.9,15.5,250,217,8.5,200,3,2,1709,22.8,94,1113,98.6,27.7,998.1,1008.8,2357,1001.7,142,1006.3,14.5,0,1300,.94,5.74,,,,,,10,7,24.2,21.3,,,,,,,,,,1.1,1.5,,
156,2016-07-03,21.9,20.3,1510,23.1,853,,10.2,1504,27.9,1419,70.6,7.4,50,1427,4.8,50,1432,1,876,21.7,98,855,99,25.9,1001.3,1012.1,959,1008,1852,1009.7,14.5,0,1100,.66,4.09,,,,,,10,7,22.6,19.7,,,,,,,,,,.7,.9,,
156,2016-07-04,25.7,22.1,1,28.2,1351,13.15,.2,,.3,319,.8,10.2,230,1545,5.5,200,1547,1.9,1668,25.3,92,1417,98,32.2,1001.1,1011.1,2304,1007.2,453,1009.3,14.5,0,1300,1.44,6.69,,,,,,9.9,6.9,25.7,21.6,,,,,,,,,,1.5,2.2,,
156,2016-07-05,26.9,24.9,2244,30.9,1322,8.65,9.3,2222,24.8,2136,47.5,14.3,200,2108,8.5,200,2115,4.1,3538,25.5,72,1154,92.6,32.7,1003.7,1013.5,2315,1010.7,1842,1011.9,14.4,5.4,1100,2.62,16.71,,,,,,8.8,6.9,27.9,23.2,,,,,,,,,,2.7,3.9,,
156,2016-07-06,26.5,24.5,239,29.4,1445,5.3,15.5,231,19.2,145,26.9,9,250,1123,5.1,230,1530,3,2631,26,89,1446,97.4,33.6,1006.2,1015.7,2231,1013.3,236,1014.4,14.4,2,1200,2.01,13.05,,,,,,9,7,28.4,23.6,,,,,,,,,,2,2.9,,
156,2016-07-07,26.6,22.8,2344,31.8,1504,1.87,.5,1841,1.1,1817,1.2,8.1,50,1900,4.2,250,1724,1.2,1050,24.6,62,1439,89.9,30.9,1005.9,1015.4,751,1012.1,1717,1014.1,14.4,3.3,1200,3,16.29,,,,,,7.3,5.9,28.6,22.3,,,,,,,,,,3.2,4.6,,
156,2016-07-08,26.6,21.9,523,31.5,1605,.75,0,,0,,0,7.8,180,1409,4.8,160,1413,1.1,978,23.9,62,1613,86.3,29.7,1001.2,1013.4,1,1006.9,1913,1009.4,14.4,9.8,1100,3,23.65,,,,,,4.1,2.4,29.8,20.9,,,,,,,,,,3.8,5.4,,
156,2016-07-09,27.8,24.3,406,33.8,1410,,,,,,,6.6,340,1746,2.9,230,2056,1.3,1108,23.9,46,1402,81.3,29.6,998.1,1007.8,751,1004,1732,1006.2,14.4,8.1,1200,3.41,26.28,,,,,,6,5,31.7,23.6,,,,,,,,,,5.2,7.4,,
156,2016-07-10,27.4,23.4,528,31.2,1426,,,,,,,5.2,230,1728,3.2,230,1847,1,894,24.4,60,1229,84.8,30.6,996.5,1006,1,1002.8,1435,1004.6,14.4,4.1,1100,2.29,17.29,,,,,,8.3,1.6,30.6,21.9,,,,,,,,,,2.8,4,,
156,2016-07-11,26.5,24.4,2205,30.1,1201,2.65,.7,1837,1,1758,1,6.8,250,1709,4,230,1701,1,836,24.7,76,1202,90.5,31.1,996,1005.5,47,1002.6,1540,1004.2,14.4,.3,1100,1.84,9.41,,,,,,10,4.6,27.6,23.9,,,,,,,,,,1.6,2.3,,
156,2016-07-12,24.5,23,714,27.2,1727,11.48,1.4,458,7.3,455,17,7.8,50,716,4.7,70,720,1.3,1107,23.8,82,1732,96.6,29.6,994.5,1004.2,536,1000.6,719,1002.7,14.4,1.1,1000,1.44,8.83,,,,,,9.4,5.1,24.9,23.1,,,,,,,,,,1.7,2.4,,
156,2016-07-13,26.6,23,458,31.2,1522,.27,0,,0,,0,5.6,320,1756,2.9,270,1227,.9,761,23.8,64,1438,85.9,29.6,993.2,1002.8,2148,1000,1632,1001.3,14.3,5,1200,2.63,18.55,,,,,,6.8,3.8,28.7,21.6,,,,,,,,,,3.1,4.4,,
156,2016-07-14,25.8,22.7,425,30.2,1619,,,,,,,7.1,270,1054,3.8,250,1720,1.2,1007,21.7,55,1407,80.3,26.1,994.1,1004.2,2342,1000.2,1659,1002.3,14.3,9.7,1300,3.57,25.72,,,,,,4.5,3.6,28,20.5,,,,,,,,,,4.9,7,,
156,2016-07-15,26,22.6,524,30.9,1405,.73,0,,0,,0,13,160,2310,5.9,160,2121,2.1,1812,20.9,55,1411,74.9,24.7,995,1004.9,735,1001.7,2104,1003.2,14.3,4.7,1300,2.72,18.91,,,,,,8,3.1,29.7,20.7,,,,,,,,,,3.7,5.4,,
156,2016-07-16,23.5,22,913,25,1543,8.17,4.8,1000,11.5,908,19.3,9.8,160,332,5,180,337,2.6,2263,22,74,203,91.6,26.4,993.4,1005.7,2356,999.1,635,1001.6,14.3,.1,1400,.85,4.77,,,,,,9.4,7.1,23.6,20.2,,,,,,,,,,1,1.4,,
156,2016-07-17,24.4,21.7,2400,28.8,1437,,,,,,,7.1,230,1549,3.8,270,1532,1.5,1335,21.8,65,1301,86.5,26.2,1000,1010.6,2223,1005.4,131,1008.2,14.3,6.6,1200,2.72,18.88,,,,,,5.8,4.9,26.1,19.2,,,,,,,,,,3.4,4.9,,
156,2016-07-18,25.2,20.1,513,30,1525,,,,,,,6,20,1837,3.1,50,1845,1.3,1087,20.9,53,1327,78.9,24.8,1001.9,1011.5,822,1008.6,1715,1010.1,14.3,10.5,1200,2.92,24.19,,,,,,5.3,.8,27.4,18.1,,,,,,,,,,4.3,6.2,,
156,2016-07-19,26.9,22.1,427,31.7,1439,,,,,,,8.3,200,1208,4.6,180,1729,1.7,1486,21.9,55,1443,75.9,26.3,1002.6,1012.5,2342,1009.5,1729,1010.8,14.2,11.4,1300,3.62,25.05,,,,,,3,1.6,30.8,19.6,,,,,,,,,,4.8,6.9,,
156,2016-07-20,27.3,22.8,531,32.7,1504,,,,,,,8.8,180,2050,5,200,1116,2.2,1891,21.6,52,1510,72.6,25.7,1003.3,1012.6,9,1010,1654,1011.5,14.2,11.6,1300,3.53,27.46,,,,,,4.3,2,33.7,20.1,,,,,,,,,,5.5,7.9,,
156,2016-07-21,27.4,23,614,33.1,1445,,,,,,,8.8,200,1707,4.9,200,1616,2,1767,21.8,53,1425,72.8,26.1,1003,1012.4,1,1009.3,1642,1011.1,14.2,11.5,1300,3.42,27.45,,,,,,4.3,1,33.9,20.9,,,,,,,,,,5.3,7.5,,
156,2016-07-22,27.3,23.6,309,32.2,1513,,,,,,,8.4,200,1526,5.7,200,1533,2.1,1781,23,62,1506,78.3,28,1001.9,1011.7,814,1008.1,1751,1010.1,14.2,9.5,1200,3.43,25.25,,,,,,4.4,1.8,34,21.2,,,,,,,,,,5.1,7.2,,
156,2016-07-23,27.9,23.1,600,32.8,1431,,,,,,,6.5,160,1338,4.1,200,1941,1.8,1560,23.1,59,1348,76.5,28.2,1001.7,1010.9,749,1008.1,1636,1009.8,14.1,12.3,1200,3.47,26.82,,,,,,2.9,.5,35.9,20.7,,,,,,,,,,5.1,7.3,,
156,2016-07-24,29.3,25.4,503,34.2,1427,,,,,,,6.9,230,1742,4,230,1723,2.1,1791,25.1,58,1416,79.5,32,1002.7,1012,2334,1009.4,1805,1010.8,14.1,9,1300,3.11,22.88,,,,,,5.9,4.1,36.8,22.8,,,,,,,,,,4.3,6.2,,
156,2016-07-25,29.6,26,521,33.9,1510,,,,,,,6.5,270,1450,3.6,230,1909,1.7,1448,24.9,57,1537,77.6,31.6,1002.9,1012.2,757,1009.4,1831,1011,14.1,7.9,1100,2.93,19.79,,,,,,5.4,3.8,36,24,,,,,,,,,,4.1,5.9,,
156,2016-07-26,29.8,26,459,34.3,1345,,,,,,,8.5,200,1203,5,200,1210,2.3,2019,25.3,57,1336,77.9,32.2,1000.1,1010.6,15,1005.9,1656,1008.2,14.1,11.1,1300,3.34,25.59,,,,,,4,2.4,37.6,23,,,,,,,,,,5.1,7.3,,
156,2016-07-27,28.8,26.3,2342,32.8,1246,3.2,1.1,2230,1.4,2214,1.4,11.6,200,1120,6.9,200,1134,3.1,2636,25.2,58,1151,82,32.2,998.1,1007.8,1,1004.5,1750,1006.2,14,4.8,1100,3.23,18.26,,,,,,8.3,5.3,32.9,23.6,,,,,,,,,,3.6,5.1,,
156,2016-07-28,29.7,26.5,5,33.9,1532,2.62,.1,,.1,,.1,8.6,230,1134,5.8,230,1002,2.6,2212,26.2,52,1639,82.9,34,998.9,1009,2340,1005.7,219,1007,14,8,1300,2.89,21.92,,,,,,6.1,5.4,35,25.5,,,,,,,,,,4.4,6.3,,
156,2016-07-29,30.5,27.6,543,35.3,1442,,,,,,,8.7,230,1652,5,200,1148,2.7,2321,26.1,58,1320,79,33.9,1001.4,1010.7,2328,1008.2,1607,1009.4,14,10.1,1300,3.11,23.51,,,,,,4.4,4.4,39.3,25.5,,,,,,,,,,4.9,7,,
156,2016-07-30,30.4,27,606,34.5,1349,,,,,,,5.5,320,1829,2.1,20,1607,.9,813,25.8,59,1247,77.8,33.2,1003.2,1012.7,1026,1009.3,1710,1011.3,14,4.7,1200,2.49,16.15,,,,,,5.9,5.9,35.8,25.1,,,,,,,,,,3.2,4.6,,
156,2016-07-31,30.2,26.4,559,36,1437,,,,,,,6.1,290,1554,3,50,2207,1,897,24.4,53,1432,72.8,30.7,1003.2,1012.5,722,1009.4,1557,1011.3,13.9,10.8,1200,3.42,24.55,,,,,,2.8,2.8,39.5,24.3,,,,,,,,,,4.8,6.9,,
156,2016-08-01,30,25.6,531,35.7,1452,,,,,,,6.9,50,1621,3.5,20,1622,1.1,926,23.9,47,1436,71.9,29.7,1001.9,1011.7,6,1008.2,1742,1010,13.9,11.8,1300,3.29,26.46,,,,,,2.6,2,38.6,23.3,,,,,,,,,,5.2,7.4,,
156,2016-08-02,28.1,25.5,524,31.1,1250,2.38,.1,,.1,,.1,6.8,50,2201,3.9,50,2208,.9,751,25,69,1000,83.9,31.7,1000.5,1010.1,2,1006.9,1448,1008.7,13.9,1.5,900,2.25,11.22,,,,,,7.6,4,32.1,23,,,,,,,,,,2.1,3,,
156,2016-08-03,26.6,24.1,516,31.9,1445,1.92,3.7,1732,5.4,1726,7.1,7.6,270,1714,4.6,250,1721,1.2,1054,24.3,64,1459,88.5,30.3,1001,1010.5,2150,1007.8,1658,1009.2,13.9,1.6,1100,2.17,12.75,,,,,,7.8,4.9,31.7,21.8,,,,,,,,,,2.5,3.6,,
156,2016-08-04,28.6,23.8,610,33.9,1359,.1,0,,0,,0,5.9,270,1452,3.5,200,1817,1.4,1250,24.4,55,1420,79.5,30.6,1001.1,1010.6,2315,1007.6,1726,1009.2,13.8,6.4,1100,3,17.59,,,,,,4.6,3,30.1,22.9,,,,,,,,,,3.4,4.8,,
156,2016-08-05,29.7,25.1,506,35.1,1513,.05,0,,0,,0,4.8,50,1136,2.7,180,1519,1.1,959,24.9,52,1454,77.3,31.5,1001.6,1011.2,754,1007.9,1811,1009.7,13.8,8,1400,2.82,19.54,,,,,,2.4,2.4,34.9,23,,,,,,,,,,3.8,5.4,,
156,2016-08-06,29.7,26.1,539,34.5,1528,.37,.1,,.1,,.1,6.4,180,1730,3,200,1735,.9,808,25.4,55,1528,78.6,32.4,1000.2,1010.6,21,1006,1729,1008.3,13.8,6.6,1200,2.99,17.49,,,,,,3,3,32.6,23.7,,,,,,,,,,3.3,4.7,,
156,2016-08-07,27.5,24.4,1708,33.1,1254,2.42,1.5,1504,3.3,1617,6,10.3,230,1601,5.5,200,1601,1.2,1006,25.5,60,1248,89.6,32.5,999.5,1008.9,2227,1005.8,1525,1007.7,13.7,5.7,1000,2.15,13.69,,,,,,3.5,3.5,30.7,23.4,,,,,,,,,,2.4,3.5,,
156,2016-08-08,27.9,24.2,350,34.8,1420,2.5,7.4,1631,15.1,1601,18.2,8.9,200,1624,6.6,200,1629,1.2,1001,25.3,54,1340,87.5,32.2,999.1,1008.7,1,1005.3,1549,1007.2,13.7,7.6,1200,3.25,21.46,,,,,,2.4,2.4,30.9,23,,,,,,,,,,3.8,5.5,,
156,2016-08-09,27.5,24.8,416,32.4,1100,1.28,.4,1404,.4,1339,.4,8.8,180,1340,4,200,1515,1,886,26.1,67,1149,92.6,33.8,1000.4,1010.3,2209,1007.2,357,1008.5,13.7,4.8,1000,2.69,13.3,,,,,,4.6,3.5,28.6,24.1,,,,,,,,,,2.4,3.4,,
156,2016-08-10,29.5,25.2,506,34.5,1547,,,,,,,5.6,340,1734,2.4,340,1736,1,860,26,58,1550,82.6,33.6,1001.8,1011.3,955,1008.2,1724,1009.9,13.7,9,1200,2.97,21.18,,,,,,3.1,3.1,31.2,24.1,,,,,,,,,,3.9,5.6,,
156,2016-08-11,30.6,25.2,603,36.7,1554,,,,,,,5.4,320,1808,2.5,20,1649,1.1,924,24.4,43,1616,72,30.6,1001.5,1011.2,803,1007.6,1629,1009.5,13.6,12.5,1200,3.34,26.72,,,,,,.8,.8,34.4,23.8,,,,,,,,,,5.2,7.5,,
156,2016-08-12,30.6,25.9,615,37.2,1457,,,,,,,5.8,290,1714,2.8,230,1431,1,864,24.5,43,1458,72.6,30.8,999.6,1009.6,734,1005.4,1648,1007.6,13.6,11.9,1200,3.38,25.1,,,,,,.9,.9,36.2,24.3,,,,,,,,,,4.9,7,,
156,2016-08-13,30.1,25.4,531,35.7,1409,,,,,,,5.8,320,1907,2.7,270,1607,1.1,931,24.3,46,1410,73.1,30.4,998.2,1007.7,830,1004.4,1700,1006.2,13.5,12.5,1200,3.33,26.03,,,,,,.5,.4,36.8,23.1,,,,,,,,,,5,7.1,,
156,2016-08-14,29.5,25.6,557,34.9,1416,,,,,,,6.7,320,1531,3,290,1534,1.1,917,25.9,58,1351,82.3,33.4,996.8,1006.6,714,1002.9,1725,1004.8,13.5,9.5,1400,3.06,21.02,,,,,,2.5,2.4,36.8,23.1,,,,,,,,,,3.8,5.5,,
156,2016-08-15,28.8,26.2,2241,32.6,1340,1.58,.2,,.3,1011,.3,6.5,70,1528,4,50,1532,.9,761,26,62,1822,85.8,33.6,994.5,1004.5,1,1000.9,1704,1002.5,13.5,6.2,1200,2.41,15.56,,,,,,4.5,3.8,33.4,23.7,,,,,,,,,,2.7,3.8,,
156,2016-08-16,28.7,25,529,34.9,1525,,,,,,,6.5,250,1655,3.6,250,1701,1,898,23.4,36,1519,76,28.9,993.7,1003.1,2208,999.8,1549,1001.7,13.5,10.4,1300,3.32,24.14,,,,,,3.5,3.3,36.8,22.5,,,,,,,,,,4.8,6.9,,
156,2016-08-17,28.4,24.8,2258,34.1,1400,2.13,2.7,2003,3.9,1913,5.4,7.6,200,1924,4.1,180,1930,1.2,1036,24.7,54,1402,82.4,31.1,995.5,1005.6,2106,1001.6,1542,1003.6,13.4,8.3,1000,2.56,19.99,,,,,,5.6,5,34.7,22.7,,,,,,,,,,3.6,5.1,,
156,2016-08-18,28.9,24.1,536,34.7,1547,,,,,,,7.4,200,1908,4.8,200,1909,1.3,1095,24.5,47,1635,79.3,30.8,997.4,1006.8,2208,1003.8,1535,1005.5,13.4,6.9,1100,3.04,19.11,,,,,,6,4,30.8,24.1,,,,,,,,,,3.8,5.5,,
156,2016-08-19,29.6,25.1,529,34.8,1414,,,,,,,5.3,200,2128,3,230,2132,1.2,1012,23.9,48,1416,73.4,29.7,998.3,1007.3,2357,1005.3,1758,1006.4,13.4,7,1100,3.39,20.06,,,,,,4.9,2.9,33.8,22.5,,,,,,,,,,3.9,5.6,,
156,2016-08-20,29.9,26,647,35.9,1501,1.12,.4,1816,.5,1804,.5,7.7,230,1811,4.8,200,1800,1.3,1119,24.9,42,1430,76.3,31.5,997.8,1007.5,831,1003.8,1701,1005.9,13.3,6.9,1300,2.98,20.28,,,,,,5.1,3.6,36.7,24.1,,,,,,,,,,3.9,5.6,,
156,2016-08-21,29.9,25.7,630,35.9,1459,,,,,,,5.7,50,1511,3.1,70,2118,1,905,23.9,36,1355,73,29.7,997.5,1006.7,2230,1003.8,1730,1005.5,13.3,10.3,1200,3.27,22.67,,,,,,3.3,1.8,36.2,24.3,,,,,,,,,,4.5,6.5,,
156,2016-08-22,29.8,25.7,602,35.7,1457,,,,,,,6.1,290,1606,2.7,250,1303,1.2,1023,24.7,49,1431,76.3,31.1,998,1007.6,937,1004.3,1517,1006.1,13.3,10.9,1200,3.05,22.68,,,,,,1.4,1.4,36.9,23.3,,,,,,,,,,4.3,6.2,,
156,2016-08-23,27.9,24.4,2338,34.1,1215,5.97,2.5,2020,5.7,1957,10.6,7.9,230,1718,4.1,230,1717,1.3,1139,25,54,1157,86,31.7,998.2,1007.4,1008,1004.4,1600,1006.3,13.2,4.3,1100,3.29,14.26,,,,,,7.6,7.6,31.8,24.6,,,,,,,,,,2.9,4.1,,
156,2016-08-24,29.1,24.5,4,34.9,1532,,,,,,,6.1,50,1547,3.3,50,1537,1.4,1173,22.8,39,1557,72.6,28,998.2,1007.6,737,1004.4,1652,1006.3,13.2,11.6,1200,3.2,24.91,,,,,,2.9,2,32,24.1,,,,,,,,,,5.2,7.4,,
156,2016-08-25,28.8,24.2,606,35,1535,,,,,,,6.8,50,1626,3.4,20,1629,1.2,1048,21.8,38,1537,68.3,26.3,997.5,1007,724,1003.5,1536,1005.5,13.2,11.1,1100,2.98,23.46,,,,,,1,.1,33,22.2,,,,,,,,,,4.3,6.2,,
156,2016-08-26,23.9,19.5,2341,28.5,1402,9.8,3,1745,9.5,1702,21.4,7.6,50,2140,4.6,50,2334,1.4,1233,22.7,71,1,93.8,27.8,998.7,1009.9,2249,1005,402,1007,13.1,0,1300,1.28,5.13,,,,,,8.6,6.9,26.3,21,,,,,,,,,,1,1.5,,
156,2016-08-27,22.2,18.7,358,26.2,1349,4.33,.6,215,2.1,140,3.9,6.9,70,444,4.3,50,114,2.2,1934,18.7,55,1427,82.3,21.6,999.3,1009.9,926,1005.4,2353,1007.6,13.1,1,1100,2.35,11.88,,,,,,9.5,6.1,24.4,19.9,,,,,,,,,,2.2,3.1,,
156,2016-08-28,20.4,16.7,327,25.5,1612,7.77,.6,242,2.4,229,6.3,8.3,50,124,4.8,20,1646,2.5,2117,17.5,59,1616,84.6,20,995.1,1005.8,120,1001.6,1543,1003.4,13.1,3.8,1000,1.87,12.91,,,,,,6.1,3.4,22.2,17.7,,,,,,,,,,2.7,3.9,,
156,2016-08-29,21.9,16.6,611,27.1,1422,,,,,,,9.7,50,1254,4.5,20,1257,1.9,1666,15.5,44,1407,69.8,17.7,994.1,1004.4,905,1000.2,2359,1002.3,13,11.6,1200,3.3,24.55,,,,,,.9,.9,23.3,15.3,,,,,,,,,,4.6,6.6,,
156,2016-08-30,22.7,19.2,421,26.1,1202,3.8,.6,1401,.6,1352,.7,12.7,250,1241,4.8,290,1234,2.2,1890,16.7,55,1206,70.1,19,987.9,1000.2,1,994.1,1516,996.1,13,6.6,1100,2.42,15.35,,,,,,5.5,5.5,23.1,14.8,,,,,,,,,,3.4,4.8,,
156,2016-08-31,24.6,20.5,322,28.5,1305,.78,0,,0,,0,15.3,270,1731,7.1,270,844,4.2,3624,17,39,1228,65,19.6,988.6,1000.4,2315,994.2,355,996.7,13,10,1200,3.39,21.57,,,,,,4.8,3.5,25.2,17.7,,,,,,,,,,5.1,7.2,,
156,2016-09-01,26.5,22.6,602,32.2,1544,,,,,,,10.7,250,1330,6.4,200,1113,3.8,3274,19.6,40,1538,67.8,22.9,994.7,1005.6,2347,1000.4,1,1002.8,12.9,10.6,1200,3.01,21.16,,,,,,2.4,2.4,29.4,18.7,,,,,,,,,,4.6,6.6,,
156,2016-09-02,21.6,19.7,558,24.8,1,8.93,.4,1021,1.5,1011,2.7,9.4,230,117,4.8,180,2,2,1718,20.5,66,146,94.1,24.2,998,1007.1,925,1005.1,1508,1006.3,12.9,.1,1500,1.06,6.33,,,,,,9.3,3.5,23.1,18.2,,,,,,,,,,1.2,1.8,,
156,2016-09-03,25.8,20.7,523,31.7,1448,,,,,,,6.1,180,1818,4.1,200,2101,1.5,1290,21.5,49,1634,79.4,25.7,999.8,1010.2,2258,1006.2,230,1008,12.9,8.4,1200,3.54,21.88,,,,,,5.8,4.3,29.3,17.8,,,,,,,,,,4.2,6,,
156,2016-09-04,26.9,23.2,559,33,1432,3.55,1.7,2009,3.7,1944,4,7,50,1136,3.4,50,1114,1.3,1114,23.1,50,1434,82.1,28.3,1001.6,1011.2,801,1008.2,1536,1009.8,12.8,5.6,1000,2.67,17.16,,,,,,7.3,4.8,30.1,20.5,,,,,,,,,,3,4.3,,
156,2016-09-05,26.2,23.1,608,30.7,1355,,,,,,,5.8,320,1508,2.6,290,1523,1,858,22.7,58,1636,83,27.7,1001.8,1011.2,1009,1009,1625,1010,12.8,5.1,1200,2.69,15.97,,,,,,5.9,2.8,27.8,20.3,,,,,,,,,,3,4.3,,
156,2016-09-06,24.3,21,636,27.6,1242,,,,,,,4.9,50,1021,2.9,50,1037,.9,747,21.5,55,1244,85.6,25.7,1001.1,1011.1,725,1007.8,1829,1009.4,12.7,.1,1000,1.33,8.51,,,,,,7,2.5,24.6,17.6,,,,,,,,,,1.6,2.2,,
156,2016-09-07,23.4,20.8,2124,26.2,1242,2.12,0,,0,,0,6,340,2020,2.6,230,1554,1,859,21,72,1137,86.9,25,998.3,1007.8,1,1005.3,1813,1006.6,12.7,.1,1000,1.05,6.84,,,,,,9.3,8.3,24.6,18.6,,,,,,,,,,1.4,2.1,,
156,2016-09-08,23.9,18.8,544,30.6,1448,,,,,,,7.2,270,1719,4,270,1844,1.3,1144,19.1,50,1544,76.6,22.1,999.3,1009,2324,1005.8,1541,1007.5,12.7,10,1100,2.8,20.62,,,,,,2.8,2.8,28,14.7,,,,,,,,,,3.7,5.2,,
156,2016-09-09,24.2,21.1,437,30.2,1516,.25,0,,0,,0,8.2,360,1654,2.7,290,1605,1.1,985,19.5,48,1540,77,22.7,1002,1012.6,2353,1008.4,1443,1010.2,12.6,8.4,1100,2.85,18.87,,,,,,5.1,4.4,28.4,16.5,,,,,,,,,,3.5,4.9,,
