p H,DO,BOD,COD,SS,TN, T P,TOC,WT,EC,TC,NH3N,PO4P,Chla,FC,Flow,,,,,
7.4 ,7.9 ,4.9 ,8.4 ,7.7 ,4.687 ,0.175 ,6.5 ,30.3 ,305 ,250 ,1.293 ,0.046 ,64.2 ,145 ,19.569 ,,,,,
7.1 ,4.7 ,4.3 ,9.5 ,11.1 ,5.385 ,0.181 ,7.7 ,29.6 ,351 ,790 ,2.044 ,0.040 ,79.9 ,420 ,20.889 ,,,,,
7.5 ,6.9 ,3.4 ,7.7 ,8.8 ,3.322 ,0.183 ,5.4 ,27.5 ,287 ,9000 ,1.028 ,0.065 ,60.5 ,2200 ,21.938 ,,,,,
6.9 ,5.9 ,4.0 ,5.7 ,9.3 ,3.011 ,0.197 ,4.5 ,25.3 ,235 ,6500 ,0.806 ,0.076 ,30.8 ,1950 ,22.826 ,,,,,
7.5 ,8.3 ,4.8 ,6.9 ,16.0 ,4.433 ,0.213 ,5.1 ,26.3 ,275 ,3600 ,1.244 ,0.090 ,64.4 ,820 ,22.493 ,,,,,
6.9 ,4.7 ,5.0 ,6.7 ,8.4 ,3.739 ,0.255 ,5.0 ,24.7 ,256 ,35500 ,1.553 ,0.131 ,28.6 ,11400 ,22.713 ,,,,,
7.6 ,11.8 ,4.5 ,7.5 ,10.0 ,4.331 ,0.118 ,5.4 ,23.9 ,324 ,6800 ,0.949 ,0.006 ,95.2 ,900 ,17.484 ,,,,,
7.2 ,8.8 ,3.2 ,7.1 ,9.0 ,5.134 ,0.098 ,5.0 ,24.0 ,362 ,110 ,1.387 ,0.014 ,17.1 ,32 ,19.051 ,,,,,
7.0 ,6.9 ,4.8 ,7.0 ,7.2 ,4.743 ,0.139 ,5.4 ,23.2 ,346 ,600 ,1.824 ,0.046 ,11.4 ,310 ,19.796 ,,,,,
7.0 ,6.1 ,3.6 ,6.4 ,5.7 ,3.028 ,0.173 ,5.6 ,20.5 ,214 ,7200 ,0.810 ,0.098 ,20.3 ,1600 ,18.898 ,,,,,
7.4 ,12.7 ,5.2 ,7.9 ,15.6 ,4.853 ,0.143 ,5.3 ,19.9 ,329 ,420 ,0.878 ,0.008 ,71.2 ,120 ,18.458 ,,,,,
7.0 ,7.8 ,4.3 ,6.8 ,6.2 ,4.726 ,0.087 ,6.0 ,19.9 ,370 ,130 ,1.251 ,0.031 ,35.8 ,50 ,10.396 ,,,,,
6.7 ,8.9 ,4.2 ,7.2 ,10.2 ,5.449 ,0.067 ,6.5 ,19.9 ,340 ,95 ,1.318 ,0.018 ,27.9 ,30 ,10.835 ,,,,,
6.7 ,5.0 ,4.1 ,6.0 ,7.4 ,4.390 ,0.185 ,6.0 ,15.5 ,346 ,920 ,1.685 ,0.106 ,22.1 ,120 ,11.941 ,,,,,
6.7 ,5.5 ,5.4 ,6.9 ,4.9 ,7.329 ,0.289 ,6.1 ,16.9 ,453 ,43000 ,2.655 ,0.064 ,29.1 ,8600 ,16.946 ,,,,,
6.8 ,6.0 ,3.8 ,7.3 ,4.5 ,3.860 ,0.160 ,5.3 ,15.4 ,315 ,30000 ,1.509 ,0.103 ,23.3 ,8400 ,35.593 ,,,,,
6.6 ,6.7 ,3.4 ,6.3 ,6.6 ,4.466 ,0.172 ,3.6 ,14.5 ,283 ,4900 ,1.356 ,0.098 ,17.6 ,1300 ,20.330 ,,,,,
6.4 ,8.7 ,2.8 ,5.9 ,4.0 ,4.326 ,0.158 ,2.6 ,9.7 ,303 ,19000 ,1.161 ,0.106 ,7.3 ,1500 ,25.162 ,,,,,
6.6 ,8.0 ,2.4 ,5.4 ,2.9 ,5.380 ,0.222 ,2.5 ,8.8 ,413 ,25000 ,1.742 ,0.118 ,5.2 ,1600 ,23.150 ,,,,,
6.4 ,8.4 ,2.3 ,5.5 ,4.1 ,4.304 ,0.164 ,2.9 ,10.7 ,298 ,30000 ,1.054 ,0.091 ,6.2 ,1800 ,24.751 ,,,,,
6.8 ,10.3 ,1.8 ,4.6 ,2.4 ,5.033 ,0.176 ,2.5 ,8.0 ,348 ,5600 ,0.850 ,0.087 ,10.1 ,380 ,25.525 ,,,,,
7.0 ,10.4 ,2.0 ,4.7 ,2.9 ,5.535 ,0.123 ,2.5 ,7.8 ,345 ,2400 ,1.364 ,0.045 ,8.9 ,110 ,18.327 ,,,,,
6.8 ,11.8 ,2.3 ,4.9 ,6.1 ,5.535 ,0.081 ,4.5 ,7.7 ,406 ,1900 ,1.432 ,0.024 ,16.9 ,10 ,15.070 ,,,,,
7.5 ,12.7 ,2.9 ,5.5 ,4.7 ,6.618 ,0.161 ,5.1 ,7.5 ,416 ,370 ,1.356 ,0.066 ,36.9 ,16 ,15.157 ,,,,,
7.4 ,13.6 ,2.9 ,6.0 ,5.5 ,7.880 ,0.140 ,5.8 ,7.0 ,462 ,400 ,1.884 ,0.033 ,38.9 ,14 ,15.212 ,,,,,
7.0 ,13.1 ,2.4 ,5.0 ,4.2 ,7.099 ,0.114 ,5.7 ,4.2 ,385 ,830 ,2.014 ,0.021 ,21.2 ,200 ,17.269 ,,,,,
6.7 ,11.3 ,4.2 ,6.5 ,8.7 ,4.747 ,0.232 ,5.6 ,4.2 ,371 ,13000 ,1.387 ,0.125 ,13.3 ,1700 ,23.687 ,,,,,
7.1 ,13.2 ,2.6 ,5.1 ,4.1 ,6.908 ,0.101 ,5.9 ,6.3 ,414 ,66 ,2.569 ,0.029 ,14.7 ,2 ,19.949 ,,,,,
7.2 ,10.2 ,3.8 ,6.0 ,14.8 ,4.372 ,0.167 ,6.1 ,8.8 ,294 ,14000 ,1.383 ,0.070 ,16.0 ,600 ,33.585 ,,,,,
6.8 ,11.5 ,2.2 ,5.6 ,6.8 ,5.504 ,0.119 ,4.8 ,7.8 ,348 ,500 ,1.895 ,0.069 ,13.1 ,4 ,21.427 ,,,,,
7.5 ,13.9 ,4.5 ,5.9 ,8.7 ,5.608 ,0.149 ,5.0 ,7.3 ,350 ,240 ,1.575 ,0.067 ,44.5 ,4 ,18.047 ,,,,,
7.0 ,8.3 ,5.9 ,7.5 ,44.7 ,3.295 ,0.204 ,6.3 ,12.1 ,229 ,10000 ,0.636 ,0.055 ,5.7 ,920 ,59.313 ,,,,,
6.7 ,12.6 ,2.6 ,6.1 ,8.7 ,4.760 ,0.180 ,5.1 ,8.3 ,287 ,1900 ,1.393 ,0.086 ,15.6 ,35 ,19.616 ,,,,,
7.1 ,8.6 ,4.5 ,7.3 ,10.9 ,5.455 ,0.156 ,5.7 ,12.8 ,345 ,2500 ,1.462 ,0.028 ,59.8 ,65 ,14.170 ,,,,,
8.0 ,12.2 ,6.3 ,8.7 ,13.6 ,5.908 ,0.164 ,7.1 ,13.0 ,407 ,300 ,1.753 ,0.014 ,104.5 ,10 ,14.129 ,,,,,
7.6 ,13.6 ,7.1 ,9.1 ,10.4 ,5.853 ,0.080 ,6.3 ,15.7 ,419 ,200 ,1.592 ,0.014 ,82.1 ,4 ,10.836 ,,,,,
7.7 ,10.0 ,6.6 ,9.2 ,11.4 ,3.405 ,0.162 ,6.5 ,16.3 ,283 ,5400 ,0.693 ,0.026 ,107.0 ,570 ,18.359 ,,,,,
6.8 ,8.4 ,5.0 ,7.5 ,20.7 ,2.704 ,0.190 ,6.2 ,16.2 ,207 ,13000 ,0.568 ,0.038 ,36.7 ,3700 ,60.430 ,,,,,
6.5 ,7.9 ,2.7 ,5.6 ,8.5 ,3.369 ,0.116 ,4.4 ,18.0 ,227 ,4500 ,0.701 ,0.022 ,31.2 ,980 ,27.434 ,,,,,
6.7 ,8.5 ,3.6 ,7.0 ,9.5 ,3.454 ,0.127 ,5.5 ,19.1 ,222 ,13000 ,0.787 ,0.034 ,39.0 ,700 ,30.885 ,,,,,
6.2 ,8.3 ,3.4 ,6.3 ,9.1 ,4.222 ,0.134 ,5.5 ,19.4 ,260 ,6300 ,1.181 ,0.049 ,49.0 ,1500 ,23.409 ,,,,,
6.9 ,13.2 ,5.9 ,8.6 ,18.6 ,4.405 ,0.165 ,7.0 ,21.2 ,311 ,18000 ,1.170 ,0.010 ,139.2 ,5700 ,29.049 ,,,,,
7.5 ,10.9 ,4.6 ,7.7 ,6.9 ,4.273 ,0.149 ,5.7 ,23.8 ,314 ,300 ,1.479 ,0.059 ,51.5 ,320 ,20.929 ,,,,,
7.1 ,6.2 ,4.9 ,8.2 ,6.6 ,4.081 ,0.124 ,6.5 ,23.3 ,330 ,5900 ,1.927 ,0.074 ,50.3 ,1100 ,25.950 ,,,,,
6.4 ,5.9 ,3.8 ,7.3 ,6.8 ,4.041 ,0.133 ,7.2 ,22.4 ,288 ,12000 ,1.409 ,0.065 ,22.7 ,2300 ,29.292 ,,,,,
7.2 ,10.1 ,5.4 ,7.3 ,7.1 ,4.522 ,0.147 ,6.9 ,24.6 ,316 ,13000 ,1.644 ,0.052 ,73.7 ,40 ,20.213 ,,,,,
7.0 ,7.5 ,3.4 ,8.7 ,7.6 ,4.097 ,0.126 ,6.8 ,25.4 ,309 ,4000 ,1.453 ,0.049 ,57.5 ,600 ,30.302 ,,,,,
6.9 ,5.1 ,3.3 ,7.7 ,6.6 ,3.431 ,0.179 ,7.2 ,24.6 ,238 ,16000 ,0.952 ,0.105 ,15.5 ,2500 ,17.873 ,,,,,
6.6 ,6.7 ,3.4 ,6.6 ,16.1 ,2.790 ,0.176 ,5.7 ,23.1 ,152 ,85000 ,0.498 ,0.076 ,2.3 ,22000 ,149.717 ,,,,,
7.3 ,5.5 ,3.9 ,7.7 ,11.5 ,3.116 ,0.195 ,6.1 ,27.2 ,216 ,10000 ,0.881 ,0.082 ,59.5 ,3400 ,45.490 ,,,,,
6.5 ,5.3 ,4.0 ,5.9 ,8.1 ,3.496 ,0.144 ,6.0 ,25.5 ,243 ,14000 ,1.536 ,0.104 ,39.4 ,3800 ,26.433 ,,,,,
7.2 ,8.5 ,4.2 ,7.5 ,6.9 ,3.704 ,0.150 ,7.0 ,29.0 ,308 ,100 ,1.374 ,0.077 ,45.5 ,20 ,15.109 ,,,,,
6.7 ,2.6 ,4.7 ,8.3 ,7.9 ,4.616 ,0.147 ,7.4 ,30.1 ,380 ,560 ,2.216 ,0.082 ,39.7 ,120 ,16.343 ,,,,,
7.1 ,3.4 ,5.4 ,8.4 ,11.8 ,3.714 ,0.177 ,6.9 ,29.1 ,293 ,22000 ,1.642 ,0.121 ,90.1 ,6400 ,35.482 ,,,,,
6.9 ,4.1 ,4.1 ,9.0 ,8.2 ,3.728 ,0.219 ,7.1 ,30.1 ,312 ,3800 ,1.557 ,0.130 ,69.5 ,200 ,21.121 ,,,,,
6.6 ,5.8 ,4.4 ,9.9 ,10.3 ,3.535 ,0.193 ,8.4 ,30.2 ,330 ,7600 ,1.231 ,0.106 ,53.0 ,560 ,14.170 ,,,,,
6.8 ,5.5 ,3.8 ,7.5 ,10.3 ,3.634 ,0.286 ,6.8 ,25.4 ,271 ,17000 ,1.697 ,0.144 ,52.8 ,5000 ,23.971 ,,,,,
7.6 ,5.9 ,5.3 ,6.8 ,11.8 ,3.972 ,0.130 ,6.4 ,25.2 ,338 ,7400 ,1.356 ,0.041 ,90.4 ,1900 ,51.974 ,,,,,
6.3 ,5.0 ,4.7 ,7.5 ,9.0 ,3.884 ,0.135 ,5.5 ,25.3 ,314 ,11000 ,1.691 ,0.078 ,31.9 ,3500 ,25.412 ,,,,,
6.6 ,6.8 ,1.8 ,7.3 ,8.9 ,2.605 ,0.183 ,5.2 ,21.8 ,173 ,28000 ,0.499 ,0.129 ,3.4 ,3000 ,48.886 ,,,,,
7.6 ,9.4 ,4.6 ,6.4 ,6.7 ,3.991 ,0.158 ,5.6 ,23.5 ,280 ,2600 ,0.759 ,0.060 ,72.2 ,300 ,20.164 ,,,,,
6.5 ,4.0 ,2.8 ,6.2 ,8.2 ,3.320 ,0.270 ,5.0 ,22.9 ,245 ,15000 ,1.168 ,0.189 ,10.5 ,6600 ,57.136 ,,,,,
6.7 ,7.2 ,2.3 ,5.9 ,13.5 ,2.633 ,0.124 ,4.6 ,17.9 ,178 ,70000 ,0.509 ,0.104 ,6.6 ,9400 ,40.004 ,,,,,
6.5 ,9.7 ,3.3 ,6.3 ,18.8 ,2.735 ,0.237 ,4.9 ,18.1 ,175 ,52000 ,0.503 ,0.150 ,4.1 ,15000 ,50.862 ,,,,,
6.4 ,7.3 ,3.6 ,5.2 ,6.7 ,3.925 ,0.137 ,3.8 ,19.0 ,282 ,7000 ,1.047 ,0.061 ,12.3 ,1200 ,23.850 ,,,,,
7.5 ,6.7 ,2.3 ,5.2 ,8.1 ,4.183 ,0.156 ,4.4 ,14.6 ,300 ,7000 ,1.343 ,0.119 ,8.9 ,1500 ,20.513 ,,,,,
6.6 ,9.8 ,3.5 ,5.8 ,4.8 ,5.935 ,0.140 ,4.3 ,14.0 ,352 ,1600 ,1.584 ,0.077 ,34.4 ,220 ,16.128 ,,,,,
6.8 ,11.6 ,3.8 ,6.2 ,8.4 ,5.372 ,0.284 ,5.4 ,13.6 ,382 ,8200 ,1.569 ,0.060 ,62.8 ,1500 ,16.936 ,,,,,
7.2 ,11.2 ,4.7 ,7.9 ,9.0 ,6.583 ,0.132 ,6.3 ,14.3 ,405 ,14000 ,2.093 ,0.039 ,65.9 ,3500 ,14.320 ,,,,,
7.0 ,14.6 ,4.9 ,7.7 ,13.0 ,5.946 ,0.101 ,6.4 ,9.6 ,418 ,3200 ,1.294 ,0.010 ,69.2 ,360 ,13.357 ,,,,,
6.8 ,9.1 ,3.7 ,6.9 ,7.7 ,6.528 ,0.153 ,5.6 ,9.0 ,433 ,4000 ,2.339 ,0.064 ,34.1 ,1000 ,12.983 ,,,,,
6.9 ,13.2 ,4.3 ,7.4 ,9.8 ,6.785 ,0.085 ,6.2 ,8.0 ,476 ,800 ,1.877 ,0.000 ,63.5 ,80 ,12.185 ,,,,,
7.1 ,11.8 ,3.9 ,7.1 ,7.5 ,6.895 ,0.090 ,5.9 ,7.4 ,422 ,720 ,1.651 ,0.006 ,40.3 ,100 ,13.503 ,,,,,
7.0 ,9.6 ,4.5 ,7.6 ,14.8 ,4.181 ,0.160 ,6.5 ,8.8 ,380 ,18000 ,1.086 ,0.020 ,48.2 ,1000 ,22.501 ,,,,,
7.4 ,11.1 ,3.3 ,6.5 ,5.0 ,5.900 ,0.142 ,5.8 ,6.2 ,420 ,4100 ,1.744 ,0.057 ,26.4 ,70 ,15.287 ,,,,,
6.6 ,12.7 ,3.1 ,6.7 ,6.9 ,6.049 ,0.096 ,5.1 ,8.3 ,417 ,1400 ,1.669 ,0.012 ,43.8 ,20 ,10.394 ,,,,,
6.8 ,14.6 ,4.3 ,7.9 ,14.4 ,5.963 ,0.106 ,5.6 ,5.3 ,404 ,1200 ,1.416 ,0.000 ,45.9 ,80 ,12.311 ,,,,,
7.7 ,14.7 ,4.8 ,7.7 ,9.6 ,6.268 ,0.115 ,6.1 ,5.1 ,426 ,1100 ,1.693 ,0.005 ,56.5 ,40 ,11.580 ,,,,,
6.5 ,12.4 ,4.3 ,7.0 ,8.9 ,8.056 ,0.109 ,5.9 ,5.7 ,495 ,80 ,2.937 ,0.019 ,41.8 ,60 ,11.850 ,,,,,
7.7 ,11.5 ,4.9 ,8.8 ,9.8 ,9.113 ,0.217 ,7.2 ,6.3 ,464 ,4300 ,4.349 ,0.043 ,31.4 ,50 ,12.698 ,,,,,
7.6 ,14.6 ,5.9 ,9.2 ,14.2 ,8.256 ,0.113 ,8.4 ,6.1 ,485 ,1600 ,3.867 ,0.024 ,99.0 ,22 ,13.329 ,,,,,
6.3 ,15.3 ,6.3 ,9.8 ,18.8 ,8.713 ,0.162 ,8.7 ,8.3 ,538 ,780 ,4.496 ,0.007 ,73.1 ,21 ,25.102 ,,,,,
7.1 ,13.7 ,5.0 ,8.5 ,16.0 ,4.608 ,0.122 ,6.7 ,7.4 ,404 ,5600 ,1.336 ,0.004 ,73.7 ,230 ,16.855 ,,,,,
7.7 ,13.6 ,6.4 ,11.9 ,15.8 ,7.454 ,0.146 ,8.1 ,9.9 ,374 ,10000 ,3.404 ,0.023 ,77.6 ,130 ,0.631 ,,,,,
7.8 ,16.0 ,6.0 ,11.4 ,11.0 ,7.831 ,0.092 ,8.3 ,10.2 ,438 ,100 ,3.840 ,0.004 ,53.1 ,10 ,15.758 ,,,,,
6.8 ,14.0 ,6.7 ,12.6 ,17.9 ,9.845 ,0.143 ,9.0 ,11.9 ,463 ,5600 ,5.182 ,0.003 ,96.8 ,100 ,3.015 ,,,,,
7.7 ,15.6 ,7.9 ,13.7 ,19.4 ,7.939 ,0.103 ,9.7 ,12.4 ,437 ,5400 ,4.229 ,0.040 ,177.9 ,40 ,0.252 ,,,,,
7.5 ,15.4 ,7.6 ,12.6 ,12.8 ,8.061 ,0.115 ,9.7 ,13.5 ,427 ,1400 ,4.254 ,0.003 ,60.3 ,20 ,8.597 ,,,,,
6.5 ,9.1 ,6.8 ,11.0 ,9.9 ,4.446 ,0.184 ,8.3 ,17.0 ,324 ,4700 ,1.903 ,0.070 ,29.0 ,340 ,17.676 ,,,,,
6.4 ,9.9 ,6.9 ,11.4 ,8.6 ,5.406 ,0.134 ,8.1 ,18.0 ,370 ,4000 ,2.650 ,0.042 ,27.3 ,100 ,16.514 ,,,,,
6.8 ,7.5 ,7.7 ,11.7 ,8.4 ,6.695 ,0.203 ,8.6 ,17.7 ,354 ,1100 ,3.385 ,0.059 ,20.3 ,190 ,10.862 ,,,,,
7.1 ,7.3 ,7.4 ,12.1 ,7.4 ,7.545 ,0.113 ,8.2 ,20.7 ,452 ,600 ,3.431 ,0.008 ,35.1 ,270 ,8.987 ,,,,,
7.1 ,7.2 ,7.1 ,11.8 ,7.3 ,7.208 ,0.224 ,8.3 ,20.5 ,439 ,60 ,4.001 ,0.123 ,27.6 ,5 ,8.628 ,,,,,
7.5 ,9.0 ,4.1 ,13.1 ,14.9 ,8.187 ,0.100 ,9.2 ,22.1 ,448 ,100 ,3.802 ,0.014 ,38.4 ,2 ,10.098 ,,,,,
7.1 ,10.8 ,4.9 ,13.2 ,14.3 ,6.821 ,0.095 ,10.1 ,22.9 ,440 ,120 ,3.190 ,0.008 ,39.5 ,45 ,11.010 ,,,,,
7.1 ,9.1 ,6.3 ,13.7 ,12.9 ,3.736 ,0.119 ,10.1 ,23.4 ,344 ,90 ,1.140 ,0.017 ,44.3 ,60 ,14.114 ,,,,,
6.9 ,7.9 ,7.9 ,12.6 ,12.6 ,4.005 ,0.103 ,9.5 ,23.3 ,334 ,170 ,1.257 ,0.003 ,94.6 ,100 ,9.578 ,,,,,
7.5 ,10.6 ,7.6 ,15.3 ,13.1 ,5.284 ,0.101 ,10.1 ,24.4 ,389 ,60 ,1.401 ,0.003 ,38.4 ,1 ,5.551 ,,,,,
6.7 ,4.4 ,5.8 ,14.6 ,16.0 ,5.176 ,0.099 ,11.3 ,25.4 ,338 ,80 ,2.312 ,0.000 ,43.9 ,45 ,63.749 ,,,,,
6.7 ,3.2 ,4.5 ,11.8 ,8.4 ,5.885 ,0.260 ,9.4 ,26.2 ,380 ,10000 ,3.637 ,0.182 ,27.0 ,3600 ,18.728 ,,,,,
6.7 ,4.0 ,4.8 ,9.5 ,10.6 ,2.986 ,0.180 ,7.9 ,27.2 ,270 ,19000 ,0.986 ,0.087 ,31.4 ,6100 ,27.249 ,,,,,
5.7 ,6.0 ,2.8 ,7.9 ,16.6 ,2.476 ,0.142 ,6.2 ,26.0 ,146 ,9400 ,0.393 ,0.071 ,2.4 ,1400 ,38.151 ,,,,,
6.4 ,5.3 ,3.4 ,7.2 ,5.6 ,4.039 ,0.123 ,5.9 ,29.2 ,300 ,700 ,1.826 ,0.064 ,21.1 ,360 ,13.108 ,,,,,
7.1 ,2.2 ,4.0 ,9.2 ,10.1 ,3.798 ,0.150 ,6.9 ,29.9 ,252 ,4000 ,1.987 ,0.073 ,22.4 ,1600 ,11.975 ,,,,,
6.5 ,2.5 ,3.6 ,8.7 ,8.3 ,5.378 ,0.142 ,6.6 ,27.9 ,347 ,12000 ,3.847 ,0.104 ,11.2 ,7300 ,99.312 ,,,,,
6.4 ,2.2 ,4.7 ,9.6 ,28.9 ,4.710 ,0.277 ,7.9 ,26.5 ,250 ,43000 ,2.908 ,0.149 ,9.6 ,32000 ,219.415 ,,,,,
6.4 ,6.1 ,3.0 ,7.6 ,7.3 ,3.089 ,0.153 ,5.7 ,25.7 ,197 ,35000 ,0.707 ,0.089 ,12.3 ,5500 ,48.494 ,,,,,
6.8 ,9.6 ,4.7 ,8.9 ,7.5 ,3.771 ,0.142 ,6.3 ,25.0 ,295 ,300 ,1.299 ,0.028 ,49.4 ,170 ,30.837 ,,,,,
6.7 ,6.1 ,2.8 ,7.3 ,20.3 ,2.076 ,0.173 ,5.5 ,22.2 ,166 ,40000 ,0.149 ,0.106 ,5.0 ,12000 ,125.389 ,,,,,
7.0 ,8.4 ,3.7 ,7.9 ,9.1 ,3.343 ,0.068 ,6.2 ,23.4 ,278 ,1500 ,1.102 ,0.013 ,70.0 ,560 ,19.158 ,,,,,
7.5 ,9.5 ,3.4 ,7.3 ,5.1 ,3.461 ,0.035 ,5.5 ,24.0 ,350 ,100 ,0.881 ,0.010 ,31.0 ,10 ,14.997 ,,,,,
6.8 ,5.4 ,5.0 ,7.9 ,8.4 ,4.132 ,0.120 ,6.1 ,21.4 ,283 ,3500 ,1.820 ,0.048 ,61.9 ,1400 ,27.010 ,,,,,
6.9 ,7.7 ,4.7 ,7.5 ,10.2 ,5.542 ,0.125 ,6.1 ,19.1 ,396 ,2600 ,2.157 ,0.050 ,37.5 ,920 ,18.640 ,,,,,
7.5 ,8.8 ,4.8 ,8.5 ,9.4 ,5.302 ,0.060 ,6.3 ,18.3 ,414 ,700 ,1.902 ,0.020 ,52.5 ,170 ,12.920 ,,,,,
7.0 ,11.8 ,5.2 ,9.1 ,12.4 ,5.688 ,0.060 ,8.0 ,16.9 ,459 ,1500 ,1.823 ,0.007 ,43.6 ,30 ,11.127 ,,,,,
6.8 ,11.8 ,4.5 ,7.9 ,8.3 ,5.351 ,0.058 ,5.9 ,14.4 ,474 ,45 ,2.106 ,0.008 ,26.9 ,28 ,11.649 ,,,,,
8.0 ,9.9 ,4.6 ,8.4 ,12.2 ,6.183 ,0.074 ,6.6 ,13.9 ,441 ,300 ,2.249 ,0.004 ,24.2 ,40 ,21.488 ,,,,,
8.3 ,13.3 ,5.8 ,11.6 ,19.6 ,6.484 ,0.099 ,8.7 ,9.9 ,476 ,1800 ,2.038 ,0.010 ,75.7 ,210 ,14.156 ,,,,,
7.2 ,14.1 ,6.1 ,11.4 ,14.7 ,7.341 ,0.116 ,8.4 ,10.2 ,527 ,3100 ,2.523 ,0.010 ,65.4 ,410 ,15.429 ,,,,,
7.6 ,11.6 ,5.6 ,9.0 ,23.3 ,7.740 ,0.130 ,7.8 ,9.4 ,614 ,3600 ,3.694 ,0.005 ,42.9 ,430 ,21.285 ,,,,,
8.2 ,11.8 ,5.1 ,8.3 ,14.3 ,7.513 ,0.095 ,7.1 ,8.0 ,603 ,4700 ,3.551 ,0.005 ,30.1 ,1000 ,35.400 ,,,,,
8.4 ,13.1 ,4.6 ,8.3 ,10.1 ,8.020 ,0.103 ,6.9 ,5.8 ,576 ,4200 ,4.175 ,0.009 ,19.1 ,470 ,27.670 ,,,,,
7.0 ,12.4 ,6.2 ,11.1 ,21.5 ,5.365 ,0.141 ,8.7 ,6.4 ,443 ,36000 ,2.608 ,0.007 ,70.8 ,3000 ,15.957 ,,,,,
7.2 ,13.8 ,5.8 ,10.7 ,10.6 ,8.828 ,0.099 ,7.2 ,6.9 ,541 ,700 ,5.464 ,0.008 ,24.9 ,40 ,6.988 ,,,,,
7.0 ,13.0 ,5.9 ,10.8 ,8.5 ,9.144 ,0.075 ,7.5 ,6.3 ,534 ,3000 ,5.513 ,0.017 ,42.1 ,15 ,6.630 ,,,,,
7.0 ,13.3 ,6.9 ,12.0 ,14.0 ,9.233 ,0.166 ,9.6 ,5.3 ,730 ,12000 ,5.473 ,0.011 ,80.8 ,280 ,12.400 ,,,,,
7.5 ,13.2 ,7.0 ,12.5 ,17.6 ,8.063 ,0.159 ,9.8 ,7.0 ,499 ,2400 ,5.009 ,0.015 ,67.2 ,64 ,3.250 ,,,,,
7.5 ,14.4 ,6.4 ,12.1 ,14.1 ,9.149 ,0.126 ,8.7 ,3.6 ,501 ,1000 ,5.303 ,0.013 ,67.3 ,480 ,7.180 ,,,,,
7.5 ,13.3 ,4.2 ,8.8 ,8.2 ,10.590 ,0.123 ,7.5 ,4.5 ,516 ,860 ,8.190 ,0.000 ,51.1 ,110 ,11.800 ,,,,,
7.6 ,13.6 ,6.2 ,11.6 ,14.8 ,11.062 ,0.155 ,8.4 ,6.1 ,544 ,1200 ,8.269 ,0.021 ,64.5 ,130 ,10.490 ,,,,,
7.5 ,13.1 ,7.9 ,14.0 ,21.4 ,10.640 ,0.255 ,10.7 ,6.9 ,571 ,1100 ,8.241 ,0.037 ,100.2 ,270 ,7.920 ,,,,,
7.5 ,13.1 ,6.1 ,12.8 ,12.1 ,13.960 ,0.176 ,9.0 ,8.5 ,561 ,1300 ,10.926 ,0.034 ,64.3 ,65 ,10.490 ,,,,,
7.2 ,5.6 ,6.5 ,12.3 ,16.0 ,8.430 ,0.194 ,9.3 ,10.1 ,491 ,20000 ,6.419 ,0.016 ,72.6 ,900 ,21.000 ,,,,,
7.6 ,11.1 ,6.2 ,11.6 ,18.1 ,6.451 ,0.194 ,8.8 ,10.6 ,445 ,4000 ,3.956 ,0.021 ,67.8 ,3800 ,17.677 ,,,,,
7.2 ,6.8 ,6.1 ,11.6 ,44.9 ,5.312 ,0.289 ,9.0 ,12.3 ,228 ,20000 ,2.414 ,0.071 ,6.8 ,6200 ,91.543 ,,,,,
7.3 ,7.7 ,5.3 ,8.7 ,22.0 ,7.931 ,0.118 ,7.5 ,13.8 ,380 ,9800 ,5.050 ,0.027 ,20.4 ,1500 ,22.848 ,,,,,
7.5 ,6.7 ,6.3 ,11.6 ,41.1 ,8.101 ,0.229 ,8.7 ,17.6 ,434 ,4700 ,5.963 ,0.013 ,54.5 ,800 ,16.083 ,,,,,
7.3 ,8.6 ,5.9 ,12.3 ,86.2 ,6.838 ,0.247 ,9.1 ,13.8 ,346 ,140000 ,4.959 ,0.062 ,24.0 ,32000 ,66.143 ,,,,,
7.2 ,9.0 ,6.5 ,11.6 ,32.3 ,6.477 ,0.225 ,8.7 ,14.8 ,351 ,92000 ,2.634 ,0.064 ,54.2 ,22000 ,59.729 ,,,,,
7.4 ,8.4 ,4.2 ,8.0 ,31.2 ,5.979 ,0.110 ,6.4 ,20.0 ,326 ,1700 ,1.771 ,0.034 ,32.9 ,530 ,31.793 ,,,,,
7.6 ,8.1 ,8.1 ,14.0 ,74.5 ,3.573 ,0.239 ,9.4 ,18.9 ,249 ,150000 ,1.406 ,0.043 ,76.3 ,35000 ,45.815 ,,,,,
7.5 ,7.8 ,5.7 ,9.4 ,22.7 ,3.775 ,0.234 ,8.1 ,21.3 ,277 ,150000 ,1.732 ,0.079 ,50.5 ,41000 ,48.169 ,,,,,
7.5 ,9.3 ,4.3 ,8.6 ,26.4 ,5.112 ,0.148 ,7.0 ,21.0 ,348 ,9600 ,2.320 ,0.026 ,35.5 ,3400 ,28.920 ,,,,,
7.5 ,8.1 ,6.7 ,10.8 ,22.6 ,6.241 ,0.110 ,7.9 ,24.6 ,349 ,4400 ,3.620 ,0.042 ,28.6 ,1100 ,29.876 ,,,,,
7.5 ,7.6 ,7.3 ,11.5 ,25.3 ,5.863 ,0.108 ,8.3 ,25.1 ,361 ,7100 ,2.839 ,0.025 ,43.2 ,1800 ,35.122 ,,,,,
