Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
5.6,7.8,13.8,2.6,6.7,30.4,191,3.470,2.184,0.886,0.157,0.042,11.4,3.3
12.8,7.3,9.1,1.8,7.9,37.2,610,2.835,1.362,0.798,0.173,0.029,20.1,4.4
14.7,7.2,8.2,2.8,8.1,32.8,761,2.951,1.979,0.303,0.140,0.014,3.8,4.2
25.5,7.1,7.9,2.1,9.4,49.2,495,2.918,1.743,0.303,0.192,0.060,21.7,4.7
25.0,7.3,6.4,1.6,13.1,44.0,825,2.839,1.436,0.227,0.137,0.054,10.3,8.7
26.9,7.2,5.6,1.6,10.4,32.4,222,2.012,1.160,0.188,0.279,0.012,7.1,4.9
29.1,7.2,6.4,2.4,7.2,36.0,354,2.754,1.136,0.342,0.216,0.060,24.6,3.8
24.9,7.0,5.8,0.8,5.7,27.2,259,1.633,1.233,0.177,0.167,0.053,6.5,3.0
20.6,7.5,9.0,1.2,5.0,12.0,404,2.593,2.103,0.153,0.135,0.051,13.5,2.6
1.7,8.4,14.0,3.0,7.7,10.5,450,3.801,2.879,0.253,0.037,0.003,43.0,4.3
2.1,8.4,14.7,3.6,7.2,17.6,465,3.103,2.470,0.038,0.042,0.005,45.9,7.3
3.4,8.4,15.0,3.6,7.9,17.8,457,3.183,2.421,0.033,0.051,0.004,72.5,4.2
3.0,7.9,14.0,3.6,8.8,45.3,483,3.255,2.492,0.039,0.100,0.005,56.5,5.8
5.3,6.9,14.0,2.7,7.8,30.3,318,3.031,2.710,0.082,0.056,0.004,72.6,4.6
2.8,8.0,14.6,3.9,9.0,19.6,539,3.489,2.724,0.134,0.079,0.004,62.7,5.2
3.3,7.5,14.4,4.0,8.8,22.4,505,3.699,2.481,0.093,0.102,0.006,94.2,6.5
6.3,7.5,12.7,4.0,8.6,35.3,386,3.783,2.574,0.205,0.124,0.004,45.4,4.8
9.6,7.7,12.2,2.6,6.9,27.1,446,2.961,2.175,0.127,0.059,0.008,7.9,4.0
11.1,7.3,12.2,2.8,6.7,36.5,438,2.955,2.321,0.226,0.077,0.021,12.3,3.6
10.1,7.5,10.4,3.0,10.0,80.9,414,3.514,2.279,0.429,0.081,0.037,15.2,5.3
11.1,7.4,10.4,2.7,8.2,74.5,396,3.063,2.116,0.300,0.130,0.033,18.7,5.3
10.3,7.7,10.5,2.0,6.7,68.7,365,3.384,2.223,0.603,0.078,0.036,10.7,4.1
14.3,7.6,11.6,3.4,7.6,81.1,396,3.559,2.016,0.433,0.102,0.034,27.8,3.5
13.8,7.1,9.9,2.0,6.6,43.7,378,3.353,2.069,0.466,0.100,0.055,4.7,4.5
18.2,8.2,8.3,2.0,6.3,22.0,369,3.560,2.106,0.461,0.089,0.053,1.8,3.5
17.7,7.5,9.1,1.7,6.0,29.5,397,3.035,2.051,0.427,0.071,0.054,4.0,4.5
21.6,7.5,7.5,1.4,6.2,17.9,436,3.319,2.037,0.523,0.057,0.034,4.0,4.2
23.4,7.5,7.4,1.1,6.3,6.7,458,3.880,2.229,0.708,0.038,0.023,2.2,4.4
19.6,7.2,7.5,4.0,12.4,118.6,370,3.672,1.838,0.672,0.135,0.055,6.7,7.6
27.6,8.9,14.0,1.2,11.9,22.7,379,4.170,1.915,0.863,0.097,0.022,12.1,6.5
22.2,7.3,5.4,3.1,9.8,36.0,490,3.804,2.455,0.425,0.087,0.043,8.1,6.3
25.8,7.3,6.5,1.9,9.3,15.8,410,3.272,1.743,0.414,0.101,0.026,3.7,6.2
26.0,7.4,6.3,4.6,11.7,27.9,345,3.416,1.478,0.746,0.098,0.023,14.7,7.9
27.0,7.7,6.7,2.2,11.7,37.9,376,2.882,1.336,0.235,0.128,0.029,7.6,7.0
27.6,7.0,6.7,2.4,7.3,85.6,367,2.265,1.248,0.268,0.225,0.093,6.0,5.5
28.1,7.3,7.1,1.8,7.1,104.4,175,2.428,1.709,0.012,0.165,0.079,28.5,5.5
28.0,7.3,6.4,1.5,7.6,58.5,206,2.592,1.812,0.024,0.223,0.073,10.5,5.1
29.8,7.5,6.3,2.2,7.3,41.7,300,2.397,1.638,0.031,0.214,0.062,12.5,5.4
31.4,7.4,6.2,1.6,7.3,31.0,331,1.909,1.295,0.044,0.112,0.043,10.5,6.1
32.1,7.8,8.2,2.1,8.2,24.5,326,1.481,0.779,0.029,0.078,0.018,19.2,5.7
30.7,9.2,11.7,7.1,14.9,28.4,220,2.373,0.771,0.026,0.165,0.024,106.6,6.4
25.9,7.6,6.8,3.0,8.5,35.3,251,1.382,0.651,0.043,0.148,0.038,27.7,5.6
25.1,7.7,7.9,2.7,7.7,26.1,204,2.146,1.458,0.086,0.139,0.058,16.7,5.2
23.4,7.4,6.5,2.1,6.2,43.3,214,1.905,1.170,0.082,0.150,0.047,19.2,4.5
22.1,7.4,7.7,2.8,6.1,43.2,345,1.693,1.079,0.027,0.119,0.022,24.6,3.9
19.1,7.6,7.7,2.9,8.8,69.9,354,1.865,1.295,0.043,0.161,0.019,14.2,5.3
18.6,7.5,6.0,2.1,6.2,87.4,485,1.934,1.186,0.084,0.139,0.017,6.7,3.6
17.3,7.6,9.4,1.9,5.8,55.6,664,2.171,1.513,0.004,0.132,0.008,17.7,4.7
16.5,7.1,8.4,1.0,4.9,41.4,629,2.389,1.759,0.028,0.117,0.022,4.6,3.7
11.9,7.9,9.5,2.0,6.2,55.6,566,2.262,1.536,0.117,0.133,0.030,8.4,4.3
9.8,7.5,10.8,2.3,5.7,37.9,762,2.610,1.946,0.061,0.131,0.027,4.3,3.8
9.8,6.9,9.3,2.4,5.3,43.8,727,2.674,1.818,0.013,0.112,0.019,5.3,4.5
7.3,7.3,11.5,2.6,6.6,24.3,579,3.241,2.336,0.246,0.101,0.035,18.6,5.2
6.4,7.2,12.7,3.3,6.6,24.6,611,3.389,2.232,0.245,0.109,0.032,16.0,4.6
5.4,7.2,12.8,2.1,4.9,17.3,677,3.590,2.340,0.279,0.075,0.023,4.1,4.7
3.1,8.3,10.6,3.3,6.0,18.3,640,2.970,2.515,0.068,0.051,0.003,17.4,4.2
2.6,7.9,15.9,2.2,6.1,11.6,713,3.022,2.595,0.080,0.046,0.003,13.7,3.6
2.0,7.8,12.7,3.9,5.7,18.9,552,3.210,2.391,0.064,0.046,0.002,7.1,4.1
4.2,7.9,11.6,2.6,6.3,16.1,892,3.252,2.397,0.074,0.054,0.004,13.8,3.0
4.2,7.9,12.5,1.7,5.7,22.5,871,3.036,2.303,0.054,0.050,0.002,3.9,4.1
4.5,8.1,12.4,1.3,5.2,10.0,754,3.124,2.423,0.067,0.034,0.003,12.3,3.8
5.8,7.7,13.0,1.6,5.5,7.6,821,3.077,2.633,0.050,0.044,0.004,12.1,4.0
7.8,8.1,13.1,1.8,5.3,10.2,964,2.995,2.276,0.050,0.049,0.001,4.0,4.1
7.0,7.7,12.5,2.2,5.0,20.1,931,2.874,2.291,0.046,0.075,0.002,7.8,3.9
7.0,7.4,12.6,1.9,6.0,15.7,1010,3.018,2.387,0.040,0.051,0.002,5.5,4.0
10.1,7.9,11.4,1.7,5.4,15.9,943,2.928,0.906,0.098,0.060,0.005,5.6,3.4
11.1,7.1,7.9,2.3,4.1,10.8,819,3.337,0.526,0.241,0.053,0.013,2.6,3.7
15.9,7.7,9.7,1.5,6.2,11.0,806,3.652,2.583,0.541,0.042,0.011,12.6,3.7
14.0,7.7,11.1,4.6,7.1,13.2,770,4.101,2.724,0.486,0.084,0.004,56.2,4.8
17.0,7.7,10.4,3.2,6.8,29.3,697,3.970,2.701,0.745,0.092,0.009,13.4,4.6
16.4,8.0,8.7,1.6,5.3,16.8,781,3.833,2.555,0.590,0.070,0.018,7.7,4.2
20.0,8.0,9.4,2.7,7.1,11.1,750,3.627,1.939,0.560,0.093,0.022,19.6,4.5
23.8,7.6,8.9,1.0,5.1,18.0,714,3.415,1.648,0.536,0.097,0.031,3.5,5.1
23.2,7.6,6.5,4.1,7.5,39.0,738,3.393,1.641,0.462,0.124,0.024,19.8,6.1
26.2,8.1,6.7,6.0,8.5,25.4,653,2.684,1.350,0.222,0.097,0.015,7.8,8.0
26.2,8.0,8.3,2.4,9.2,13.7,645,2.189,1.117,0.145,0.070,0.015,14.4,8.2
27.0,8.3,8.4,3.5,11.5,22.9,682,2.085,0.876,0.045,0.085,0.016,42.1,10.2
25.4,8.0,6.8,2.4,11.5,44.7,704,1.389,0.460,0.101,0.093,0.005,27.7,8.5
24.9,7.6,7.4,2.3,9.7,35.0,759,1.974,0.760,0.159,0.090,0.010,33.1,9.0
26.3,7.9,6.0,5.2,11.8,23.2,650,1.748,0.740,0.042,0.093,0.007,73.5,9.5
28.5,7.2,7.7,3.3,9.0,29.7,465,1.669,0.820,0.067,0.117,0.014,28.5,6.9
27.8,7.3,6.5,5.5,7.1,23.6,217,2.593,1.520,0.200,0.145,0.046,22.6,4.3
27.8,7.1,8.1,3.2,5.8,16.7,206,2.089,1.300,0.031,0.107,0.019,6.9,4.4
24.7,7.0,5.6,2.4,6.0,29.4,241,1.873,0.830,0.224,0.150,0.044,3.6,4.7
24.9,6.9,4.9,2.9,6.9,41.6,289,1.587,0.720,0.109,0.182,0.035,7.0,5.5
24.3,7.3,5.2,2.5,6.2,37.6,255,1.628,0.900,0.024,0.157,0.032,15.1,4.9
24.7,7.5,8.3,3.0,6.0,23.5,320,1.620,0.860,0.071,0.112,0.028,13.2,5.2
22.5,7.3,8.4,3.0,6.0,48.4,383,1.194,0.740,0.080,0.139,0.023,8.8,5.5
23.1,7.5,6.2,2.2,5.6,16.7,320,1.835,1.250,0.013,0.063,0.018,6.4,4.9
21.5,7.8,9.2,2.8,6.9,25.2,324,1.692,1.070,0.046,0.081,0.010,3.4,5.1
17.1,7.7,6.6,2.0,6.1,61.3,409,1.801,0.980,0.077,0.116,0.017,3.3,4.7
18.9,7.3,8.1,2.3,5.3,67.9,522,1.728,1.360,0.069,0.086,0.018,4.7,4.2
18.4,7.5,7.9,4.0,7.9,66.0,404,2.432,1.320,0.277,0.161,0.022,28.7,5.0
11.7,7.9,10.3,3.5,6.2,70.1,468,2.778,1.670,0.077,0.175,0.021,15.7,1.3
12.2,7.6,11.6,3.3,6.5,28.2,499,2.790,1.820,0.075,0.097,0.019,18.2,4.3
11.2,7.2,12.3,3.7,6.6,50.7,507,2.953,1.720,0.211,0.193,0.059,16.3,4.7
6.4,7.0,14.5,1.8,6.4,37.9,453,3.093,2.100,0.422,0.134,0.050,8.2,4.8
5.2,6.5,13.7,4.5,10.8,182.9,459,3.412,2.120,0.530,0.145,0.033,13.6,5.3
3.4,7.6,14.9,1.3,5.7,20.3,401,2.820,2.010,0.351,0.064,0.038,7.9,4.4
3.3,7.7,14.7,2.9,6.2,14.8,491,3.125,2.191,0.094,0.066,0.007,38.7,4.0
3.5,7.7,14.0,3.5,5.8,15.0,505,2.992,2.182,0.055,0.064,0.005,41.5,4.2
3.7,7.8,16.0,3.6,6.2,15.2,506,2.780,2.097,0.055,0.049,0.006,21.7,4.4
4.3,7.5,13.6,3.6,6.6,27.7,532,2.782,1.912,0.039,0.082,0.004,63.4,4.4
3.8,7.9,15.1,3.4,5.7,13.6,588,2.753,1.947,0.056,0.056,0.003,38.1,4.2
3.0,7.9,14.2,3.8,6.2,19.7,607,2.929,2.182,0.184,0.071,0.011,38.1,4.3
5.9,7.2,12.6,2.0,5.7,46.5,722,2.894,1.938,0.136,0.083,0.002,14.7,3.9
5.6,7.7,12.3,2.0,6.7,19.6,723,3.073,2.182,0.207,0.069,0.004,14.9,4.1
8.8,7.4,10.6,1.9,4.7,10.0,782,2.728,2.012,0.194,0.052,0.008,9.3,3.8
12.1,7.5,11.0,3.1,6.0,20.3,675,3.187,2.119,0.307,0.081,0.009,24.8,4.5
14.8,7.5,10.1,3.8,11.3,464.1,728,3.167,1.988,0.286,0.324,0.013,14.2,5.2
14.7,7.7,10.1,2.2,5.9,51.0,687,3.470,2.089,0.354,0.153,0.036,2.5,4.7
15.3,7.7,11.3,5.0,7.6,31.7,595,3.609,2.107,0.353,0.101,0.009,64.0,5.3
17.3,7.5,7.4,1.8,6.2,29.9,559,3.239,2.017,0.271,0.108,0.029,4.3,4.9
16.9,7.6,8.0,1.8,5.8,21.6,601,3.515,1.907,0.716,0.099,0.031,4.1,4.8
21.3,7.7,10.8,3.7,7.1,33.6,549,3.169,1.736,0.430,0.105,0.016,12.1,5.2
19.7,7.5,8.2,2.3,6.8,41.2,482,3.120,1.687,0.399,0.145,0.027,5.7,5.3
21.7,7.6,8.6,3.6,7.5,47.1,484,2.977,1.536,0.602,0.130,0.024,12.6,5.6
23.5,7.5,8.3,3.3,7.5,16.0,454,2.810,1.331,0.305,0.087,0.010,12.6,5.9
27.0,7.9,9.1,3.2,8.9,123.9,620,2.629,1.249,0.264,0.111,0.016,12.6,7.6
24.7,7.9,9.8,2.5,8.2,11.5,495,2.402,1.275,0.176,0.050,0.003,19.0,6.3
25.7,7.3,6.5,3.8,10.1,39.7,650,2.538,0.874,0.215,0.133,0.023,22.7,8.8
24.9,7.7,7.1,2.3,9.7,20.0,491,2.043,0.795,0.200,0.063,0.008,24.7,9.0
23.9,7.4,6.4,3.5,10.9,40.6,524,2.306,0.865,0.302,0.118,0.023,17.8,8.6
24.6,7.6,6.9,3.5,8.8,25.7,476,2.123,0.778,0.137,0.101,0.006,28.7,8.6
29.2,7.4,9.8,4.0,9.9,39.4,201,2.461,1.632,0.127,0.162,0.050,48.1,5.6
28.7,7.7,7.5,4.8,8.9,24.8,234,2.369,1.261,0.112,0.150,0.018,29.3,5.9
28.9,8.2,9.6,4.6,9.4,33.4,218,3.003,1.466,0.017,0.145,0.016,51.7,6.0
27.7,7.1,4.4,2.7,6.6,27.5,385,2.000,0.658,0.088,0.117,0.019,10.3,5.5
28.6,7.9,10.3,4.6,9.3,32.2,306,1.858,0.555,0.009,0.141,0.013,75.5,6.1
26.4,7.0,5.1,2.2,6.7,18.7,300,2.358,0.959,0.047,0.129,0.027,22.2,5.8
27.6,7.4,8.1,4.5,8.4,22.9,371,1.950,0.656,0.034,0.156,0.011,35.0,6.7
25.7,7.4,5.9,2.9,7.7,29.3,319,1.788,0.692,0.048,0.115,0.016,8.4,6.0
24.2,7.2,6.1,2.2,6.8,31.3,312,1.769,0.773,0.062,0.108,0.013,13.0,6.1
23.3,7.5,6.1,1.4,6.2,40.5,295,1.910,0.818,0.057,0.099,0.015,13.2,5.1
22.1,7.2,9.3,3.0,7.0,18.6,266,2.069,1.012,0.047,0.083,0.004,31.1,5.2
20.2,7.8,9.8,3.6,7.4,52.3,332,2.312,1.132,0.072,0.157,0.011,25.4,5.5
22.3,7.8,9.3,3.8,7.1,34.9,302,2.023,1.057,0.054,0.100,0.004,29.9,5.2
19.2,7.3,7.6,2.3,6.5,36.0,373,2.150,1.385,0.069,0.146,0.003,16.0,5.3
16.2,7.3,9.2,3.9,6.8,37.5,365,2.599,1.778,0.034,0.123,0.013,29.6,5.5
15.1,7.2,7.5,2.1,6.7,39.2,534,2.539,1.405,0.138,0.148,0.012,13.2,4.9
14.6,7.4,11.7,2.7,6.2,28.8,516,2.354,0.702,0.146,0.123,0.018,21.7,4.4
10.6,6.8,10.1,4.4,6.4,19.0,596,3.584,1.916,0.156,0.066,0.007,22.9,3.4
9.0,8.2,11.6,3.2,5.9,10.1,499,3.790,2.529,0.360,0.065,0.013,12.9,3.4
7.5,7.5,12.2,3.8,7.0,158.4,425,4.044,2.648,0.392,0.475,0.020,17.6,4.1
2.4,7.5,15.8,3.0,6.0,19.9,616,3.153,2.043,0.106,0.068,0.007,39.4,5.0
2.2,7.8,16.5,3.1,7.2,17.4,614,2.991,2.211,0.072,0.086,0.006,44.3,5.7
2.1,7.6,14.3,3.7,8.7,26.2,601,3.312,1.551,0.106,0.163,0.012,52.8,6.8
5.0,7.8,13.5,4.5,8.3,65.8,500,4.287,2.657,0.172,0.193,0.004,95.1,7.6
5.8,7.7,15.1,5.2,10.1,51.7,481,3.205,2.235,0.018,0.106,0.010,104.8,6.5
8.1,7.8,16.2,5.1,7.4,32.4,503,2.983,2.275,0.008,0.099,0.005,42.3,5.8
10.7,7.4,12.0,2.8,6.1,44.5,520,2.700,2.016,0.195,0.140,0.014,15.1,5.3
8.6,6.9,11.9,2.8,8.2,55.7,459,3.327,1.890,0.477,0.142,0.014,16.5,6.6
12.5,7.7,11.6,2.5,6.7,45.4,520,3.376,2.523,0.373,0.139,0.008,15.1,5.7
15.0,7.8,13.7,3.9,8.2,56.2,518,3.061,2.198,0.217,0.148,0.006,12.1,6.0
15.2,7.5,10.3,3.2,8.4,30.8,467,2.929,2.128,0.135,0.054,0.004,20.2,5.1
17.1,7.6,12.1,3.8,5.9,25.3,456,2.865,2.213,0.065,0.098,0.005,36.5,4.5
18.7,7.1,9.4,1.4,5.6,36.3,446,2.781,2.072,0.187,0.123,0.014,7.7,5.0
21.3,7.3,10.1,2.4,6.4,35.6,342,3.174,2.163,0.308,0.090,0.002,16.3,5.1
18.3,7.2,7.9,4.7,13.8,259.7,337,3.265,1.712,0.162,0.298,0.038,20.0,9.5
18.3,7.0,9.4,2.8,6.3,42.2,288,2.556,1.805,0.198,0.125,0.034,15.9,5.1
24.2,7.6,10.2,3.2,6.9,36.0,285,2.383,1.624,0.068,0.103,0.019,27.7,5.4
21.0,6.8,7.9,2.3,6.7,45.6,370,2.804,2.085,0.089,0.142,0.039,7.5,5.3
25.8,7.4,9.0,3.8,9.4,19.2,371,2.375,1.194,0.295,0.105,0.025,49.1,7.8
25.7,7.9,13.1,3.3,8.9,19.5,352,2.697,1.210,0.122,0.075,0.005,40.3,6.9
27.8,7.9,9.5,3.2,8.9,28.2,396,2.429,1.182,0.150,0.096,0.006,28.2,7.3
27.4,7.7,8.7,2.4,11.0,19.3,386,1.733,0.865,0.087,0.083,0.005,29.5,8.3
25.5,7.5,7.4,4.8,11.8,40.0,299,2.811,1.534,0.380,0.122,0.022,44.7,7.9
25.8,7.0,6.9,2.9,6.9,95.3,151,2.037,0.921,0.198,0.211,0.076,8.1,6.2
23.9,6.8,7.1,4.0,7.4,55.8,172,2.279,1.168,0.111,0.214,0.042,31.1,5.7
28.5,7.6,8.5,3.2,7.8,63.2,204,1.651,0.803,0.057,0.172,0.059,23.2,6.2
30.2,7.8,9.6,3.8,8.0,23.5,247,1.831,0.818,0.037,0.118,0.029,45.4,6.3
30.1,7.3,6.0,3.7,8.1,20.7,356,1.223,0.366,0.011,0.092,0.007,58.0,6.8
34.5,9.0,15.5,4.0,17.9,60.0,295,1.059,0.000,0.013,0.140,0.002,86.4,10.9
33.3,9.7,15.4,6.9,17.3,45.3,338,1.213,0.041,0.014,0.124,0.002,93.9,12.4
25.3,7.3,6.9,3.0,11.4,63.1,373,1.042,0.159,0.054,0.143,0.010,24.8,7.6
26.7,7.1,7.5,3.5,7.6,30.2,386,1.470,0.801,0.054,0.106,0.009,59.8,7.5
24.2,6.7,6.4,2.0,16.3,32.6,225,1.790,0.888,0.203,0.134,0.045,3.5,5.6
27.1,7.9,8.2,1.9,7.2,10.1,220,1.610,0.870,0.031,0.065,0.011,16.3,4.8
22.4,7.3,6.9,1.8,8.4,93.1,232,2.396,1.316,0.179,0.229,0.077,8.0,6.2
18.2,7.6,6.2,1.5,8.9,37.2,155,1.577,1.114,0.186,0.190,0.096,7.9,5.1
19.7,7.3,7.4,2.9,7.6,58.5,235,2.115,1.124,0.192,0.167,0.018,18.2,5.5
18.6,6.8,7.2,2.8,6.9,75.0,196,2.233,1.129,0.327,0.160,0.019,12.5,5.1
12.9,6.4,10.4,3.3,8.7,115.3,306,2.690,1.333,0.306,0.188,0.016,16.6,5.9
14.2,7.5,9.3,4.0,7.6,87.5,281,2.992,2.003,0.102,0.196,0.025,41.2,5.5
12.5,7.0,10.8,2.0,6.9,85.4,299,2.842,1.485,0.060,0.157,0.016,18.0,5.2
12.6,7.2,14.8,3.8,7.6,50.5,391,2.863,2.045,0.078,0.178,0.024,31.9,5.7
8.8,7.7,10.1,2.9,7.2,37.1,395,2.697,1.977,0.101,0.102,0.028,19.3,5.2
7.7,7.4,11.6,3.8,7.5,34.4,402,2.796,1.975,0.081,0.106,0.019,37.0,4.8
6.6,7.7,12.5,2.7,6.7,18.9,429,2.575,1.914,0.110,0.062,0.004,27.3,4.3
6.1,7.1,11.0,2.3,6.6,32.0,785,2.921,2.237,0.128,0.110,0.009,21.9,4.8
3.8,7.5,11.6,2.0,6.3,21.5,776,2.831,2.144,0.118,0.070,0.027,19.2,4.6
3.3,8.1,15.1,3.0,6.0,23.6,814,3.293,2.557,0.073,0.075,0.004,29.4,4.0
4.2,7.6,14.1,2.8,6.3,22.6,921,3.046,2.510,0.022,0.079,0.012,30.3,4.6
5.1,6.9,13.2,2.5,5.9,19.7,907,2.889,2.510,0.020,0.089,0.059,14.9,4.8
5.3,6.6,11.7,2.1,6.3,23.8,1166,3.337,2.456,0.132,0.066,0.012,11.6,4.8
7.5,7.5,13.3,2.6,6.3,35.0,935,3.215,2.713,0.095,0.079,0.000,17.8,4.6
6.5,7.8,12.5,2.1,6.2,31.0,977,2.872,2.625,0.057,0.044,0.000,20.9,4.2
9.7,6.9,11.8,3.7,6.6,27.9,1081,2.924,2.156,0.030,0.090,0.006,29.4,4.7
11.1,8.0,12.4,4.1,7.0,16.7,1169,3.324,2.338,0.077,0.071,0.007,43.7,5.0
14.2,7.0,10.5,3.4,6.6,31.4,1100,2.879,1.785,0.073,0.119,0.009,25.2,5.3
16.4,8.2,11.0,3.6,7.0,30.4,937,2.480,1.828,0.036,0.076,0.001,43.2,5.1
17.5,7.8,8.9,3.0,7.1,40.9,890,2.672,1.863,0.123,0.105,0.002,31.5,5.7
18.0,7.4,9.9,2.7,7.1,45.5,856,2.746,1.906,0.209,0.116,0.020,10.4,5.8
19.6,7.0,11.6,3.4,6.6,20.0,1032,3.098,2.119,0.216,0.057,0.000,29.8,5.4
22.3,7.7,9.8,3.1,6.8,9.5,1020,3.257,1.977,0.386,0.052,0.007,8.1,5.5
24.3,7.5,9.8,2.0,7.5,16.3,916,3.309,2.031,0.653,0.049,0.009,4.4,6.0
23.8,7.7,9.9,2.1,8.8,14.3,1041,2.892,1.748,0.096,0.056,0.006,13.7,7.8
21.5,7.4,8.8,3.1,9.4,43.2,1229,2.677,1.537,0.235,0.103,0.007,10.7,8.3
24.6,7.3,9.3,2.2,10.3,11.4,984,2.504,1.375,0.201,0.046,0.004,14.9,8.8
27.3,8.1,11.3,4.6,17.1,15.8,833,2.555,1.260,0.033,0.059,0.002,54.5,10.9
28.8,7.9,8.6,3.3,12.4,13.7,869,2.029,1.014,0.063,0.052,0.004,50.7,12.2
27.5,7.6,6.8,2.1,12.6,9.8,787,2.086,0.950,0.357,0.053,0.018,17.9,9.6
31.8,8.0,9.8,4.2,12.4,41.1,634,1.939,0.962,0.258,0.128,0.018,38.4,9.3
31.5,8.0,9.3,2.8,11.5,31.9,483,2.255,1.482,0.044,0.078,0.019,28.6,8.0
30.8,7.3,6.5,2.3,10.6,31.9,431,2.336,1.825,0.021,0.071,0.021,19.5,8.9
31.0,7.8,7.9,4.5,10.3,37.2,369,1.205,0.518,0.071,0.081,0.016,39.9,8.0
29.5,7.4,8.3,4.6,11.0,19.8,307,1.838,0.945,0.161,0.090,0.025,37.7,6.5
28.3,7.2,6.3,2.5,8.5,35.5,338,1.395,0.717,0.109,0.136,0.027,20.2,6.4
26.0,6.9,7.4,2.2,7.6,21.2,280,1.534,0.948,0.045,0.083,0.015,21.4,5.7
24.8,6.7,7.0,2.7,7.9,13.7,337,1.793,1.118,0.073,0.061,0.017,23.2,5.4
25.5,7.0,5.3,2.6,8.3,32.6,293,1.531,0.973,0.117,0.099,0.032,15.5,5.8
24.3,7.1,9.2,5.7,8.8,22.1,268,1.686,1.012,0.037,0.092,0.007,62.9,6.6
21.6,7.5,8.1,3.5,7.9,41.4,356,1.845,1.137,0.101,0.097,0.011,41.4,5.8
18.6,6.6,7.2,1.8,6.8,46.5,387,2.106,1.441,0.066,0.103,0.012,14.2,5.3
18.8,7.1,11.3,3.4,7.2,55.9,407,2.113,1.429,0.023,0.119,0.010,35.5,5.8
17.0,7.4,11.2,3.7,7.3,42.3,433,2.130,1.506,0.099,0.102,0.013,27.5,6.2
14.4,6.9,9.8,4.1,7.4,57.9,660,2.052,1.262,0.119,0.112,0.006,43.9,5.6
11.8,7.2,9.5,3.1,6.7,34.3,614,1.618,1.229,0.070,0.075,0.008,36.8,5.2
8.3,7.3,14.0,2.5,6.6,47.5,579,1.998,1.126,0.108,0.079,0.009,25.3,5.3
8.4,7.4,10.3,2.0,6.3,29.9,587,2.013,1.003,0.160,0.064,0.007,14.8,5.0
6.9,7.3,12.6,1.7,5.8,18.7,730,1.990,1.145,0.255,0.060,0.011,9.6,4.3
4.4,7.3,12.5,1.8,5.6,18.2,773,2.084,0.928,0.199,0.050,0.007,13.6,4.7
3.5,7.0,13.7,3.1,6.5,23.5,1188,2.753,1.686,0.174,0.064,0.006,20.5,5.8
2.3,7.2,14.7,3.4,7.5,21.8,1085,3.480,2.089,0.247,0.094,0.009,41.1,6.3
2.8,7.8,16.9,4.9,9.0,16.1,1099,3.489,2.191,0.108,0.058,0.008,60.8,7.4
0.9,7.5,17.7,4.0,8.2,14.8,1052,3.619,2.497,0.077,0.067,0.010,43.8,6.5
4.1,7.7,14.1,2.7,7.3,12.3,1174,3.692,2.363,0.359,0.053,0.014,19.0,5.6
6.6,7.4,14.4,2.9,7.6,11.7,1220,3.828,2.310,0.417,0.054,0.008,16.5,6.0
8.2,7.2,9.5,1.6,6.7,15.2,1249,3.478,2.252,0.332,0.067,0.008,10.8,5.4
11.5,7.0,13.2,4.2,7.3,18.5,996,5.068,2.259,1.165,0.090,0.008,41.8,5.4
9.9,6.9,9.0,2.8,11.8,117.3,569,5.404,3.266,0.813,0.204,0.088,18.7,8.5
16.6,7.6,9.9,2.1,7.6,19.2,377,5.368,3.019,1.170,0.100,0.007,8.2,5.9
19.2,8.1,10.2,6.9,9.7,19.4,413,4.544,3.055,0.215,0.106,0.019,120.4,8.1
16.2,7.7,12.2,3.2,7.6,31.2,468,3.929,2.743,0.512,0.088,0.028,31.9,5.7
16.7,8.0,12.7,4.0,8.2,39.7,473,4.077,2.568,0.744,0.115,0.010,37.5,6.2
18.0,7.4,8.3,2.9,7.0,39.4,538,3.215,2.222,0.485,0.092,0.025,13.0,5.2
20.2,7.3,7.8,1.9,7.0,14.1,383,3.266,1.861,0.708,0.084,0.034,4.4,4.7
22.2,7.1,7.8,1.6,7.5,16.6,441,2.611,1.541,0.377,0.079,0.028,11.7,5.4
24.9,7.1,7.5,2.9,7.7,37.8,569,3.238,1.806,0.354,0.105,0.018,11.4,6.2
24.2,7.5,10.2,2.9,7.9,14.5,480,2.966,1.859,0.114,0.050,0.008,40.9,6.7
27.2,7.6,13.1,4.7,13.4,13.0,435,2.353,1.372,0.065,0.044,0.014,32.4,8.1
24.4,7.3,8.4,2.6,12.4,20.2,558,2.138,1.173,0.124,0.054,0.026,23.0,8.0
26.1,8.5,12.8,4.0,16.2,15.4,509,1.574,0.762,0.005,0.045,0.015,47.7,12.4
25.8,7.1,11.2,5.2,15.6,31.1,622,1.104,0.263,0.012,0.069,0.018,92.9,14.7
26.7,6.9,8.0,3.3,10.3,68.3,233,2.156,0.996,0.270,0.177,0.034,20.8,6.4
29.1,7.5,7.8,3.3,9.8,30.9,255,1.710,0.845,0.010,0.107,0.022,23.7,7.3
31.8,7.5,6.2,3.1,9.8,23.2,215,1.766,0.852,0.015,0.095,0.025,21.1,7.1
