Flow,Temp,pH,DO,BOD,COD,SS,EC,TN,TP,TOC
0.982,13.3,7.8,11.2,1.5,4.5,4.3,234,1.638,0.017,2.8
0.826,6.4,7.7,12.7,1.1,3.9,3,245,2.817,0.011,2
0.67,4,7.8,13.7,1.3,5.2,2.3,248,2.694,0.012,3.3
0.955,3.9,7.9,13.8,1,4.6,2.3,229,2.281,0.013,2.9
2.692,10.7,7.9,11.2,1.8,5.4,6.3,201,3.668,0.018,3.5
3.879,16.3,7.9,10.6,1.4,5.6,5.4,179,2.812,0.017,3.9
4.063,21.4,8,9,1.6,5.3,4.5,201,2.103,0.016,3.7
7.785,23.3,8,8.6,1.2,5.3,4.4,211,1.556,0.014,3.6
50.276,23.4,7.5,8.5,2.9,9.5,15.9,169,2.722,0.056,6.9
3.208,30.5,8.2,7.6,1.7,6.8,3.6,193,1.822,0.02,5.2
18.408,22.7,7.5,8.4,1.5,7.4,5,184,3.237,0.025,5.7
8.1,19.2,7.7,9.1,0.8,6.7,4,180,2.363,0.013,4.7
3.217,13.3,7.7,10.5,0.8,6.5,2.7,188,1.999,0.011,4.7
6.802,7.1,7.6,12.4,0.8,6,2.5,195,1.892,0.007,4.4
1.121,4.1,7.4,14,1.1,4.3,3.7,472,5.069,0.103,3
0.971,5.2,7.6,13.9,1.5,4.6,6.5,448,5.449,0.108,3.4
2.268,8.4,7.9,12.5,2.8,5.3,8.8,361,4.501,0.141,3.7
3.865,16.5,7.4,11.8,1.4,3.6,8.4,300,3.063,0.061,2.5
3.002,21.8,7.8,10.7,2.8,6.5,21.3,423,3.284,0.103,4.4
1.533,26.6,8.2,12.1,2.3,7.1,10.7,556,1.809,0.098,5.6
13.001,25.7,7.8,8.9,1.2,5.1,23.5,272,2.472,0.116,3.7
34.67,26.3,7.4,7.7,2.1,7.3,99.9,172,2.457,0.231,3.9
20.619,23.8,7.3,8.2,1.1,3.8,14.9,175,2.485,0.08,2.5
2.718,17.3,7.7,10.6,2.3,4.7,6.9,275,3.146,0.081,3.4
2.825,9.9,7.4,11.4,0.7,3.3,4.7,283,3.293,0.056,2.5
2.977,4.5,7.2,13,0.6,3.5,45.1,307,3.845,0.063,2.1
2.29,2.9,7.2,12.8,0.9,3.3,8.7,315,4.894,0.057,1.9
5,4.8,7.2,13.2,1.2,3.8,23.6,250,4.512,0.066,2.1
4.187,10.9,7.3,11.8,1.6,4.3,45.2,239,4.049,0.076,2.4
3.625,13,7.6,10.8,2.6,4.8,18.3,246,4.167,0.079,2.9
3.693,22.8,7.6,8.4,2.9,6.4,41.2,273,3.075,0.108,3.6
7.414,25.8,7.7,8.1,2.9,7.8,56.6,239,2.672,0.161,4.3
6.055,28.2,7.4,8.3,1.4,5.1,38,227,1.899,0.093,3
2.162,30.5,8.7,11.4,2.4,4.8,4.3,243,1.273,0.073,3
1.546,25.3,8.7,11.5,1.4,4,3.5,257,1.37,0.057,2.6
2.226,19.6,8.1,10.2,0.8,3.4,4,276,2.518,0.055,1.9
1.546,11.1,8.2,12.2,1.2,4.5,4.3,316,3.123,0.076,2.7
1.683,8,7.8,11.9,1.1,4.2,4.4,330,3.5,0.079,2.8
0.923,4.7,7.8,13,0.7,3.7,1.6,349,4.087,0.058,2.4
0.836,9.2,7.7,13.4,1.3,4.5,2.1,348,4.533,0.066,2.6
1.173,13.6,7.8,12.5,1.5,4.7,5,355,4.512,0.059,2.9
2.45,18.4,7.9,10.7,1.8,4.7,10.3,280,4.223,0.061,3
2.917,22.8,7.5,9.3,3.4,7.9,15.6,315,3.019,0.101,5.1
3.252,25.3,7.7,8.9,3.9,8.7,19.5,287,2.043,0.125,5.4
3.935,27.8,7.7,8.8,2.2,5.6,19.8,272,1.941,0.129,3.4
45.188,22.8,7.5,8.4,1.6,6.3,54.3,159,2.881,0.135,3.9
4.644,24.1,7.5,9.5,1,4.1,11.4,212,1.846,0.066,2.7
19.401,17.1,7.8,9.9,2.1,6.3,30.7,238,2.578,0.141,3.5
4.718,12.2,7.9,10.1,1.2,3.5,6.3,250,3.084,0.049,2
5.533,3.9,8,11.6,1,3.5,11,226,3.036,0.054,2.2
2.443,5.6,7.6,13.7,1.7,4,5,270,3.934,0.053,2.7
1.635,4.6,7.6,15.9,1.4,3.6,2.4,290,4.033,0.046,2.3
3.477,8.5,7.6,12.6,1.6,4,7.8,218,3.651,0.046,2.2
6.931,15.5,7.5,11.2,2.2,5.3,20.9,195,2.404,0.066,2.9
2.338,23,7.9,10.3,2.4,7.1,8.1,284,2.313,0.068,4.5
1.433,28.4,8.2,9.9,2.8,8.3,7.9,296,1.974,0.1,6.3
3.995,27.2,7.9,10,1.7,5.1,11.5,259,2.223,0.061,3.6
1.539,28.8,7.7,9.3,2.6,5.8,6.4,305,1.419,0.062,3.5
1.99,25.1,8.3,10.7,1.2,5,3.2,296,1.414,0.047,2.8
0.87,19.7,8.7,12.7,1.6,4.5,3.1,362,2.003,0.031,2.6
7.43,14.8,8,12.7,2.3,6.6,11.9,292,2.334,0.066,4.4
2.444,9,7.6,14.1,0.7,4.2,5.8,328,2.783,0.029,2.1
1.51,2.7,7.8,16.5,1.1,4.1,2.8,324,3.375,0.029,2.5
1.093,5.3,7.8,14.8,1.3,5.4,5.5,376,3.657,0.038,3.5
6.18,11.7,7.9,12.9,1.6,4.9,13.1,244,2.984,0.038,3.1
5.215,17,8.1,11.4,1.8,5.4,14.8,234,2.019,0.033,3.6
4.966,19.5,7.7,9,2.3,6.4,9.3,252,2.186,0.046,4.6
2.033,26.6,8.3,9.7,3.7,9.3,14.8,328,1.621,0.046,6.9
20.628,24.6,7.2,7.3,2.2,6.2,61.7,205,2.227,0.1,4.6
1.889,29.5,7.8,8.1,1.4,5.5,9,267,1.455,0.06,3.7
5.981,23.1,7.9,9.2,0.7,4.9,6.3,248,1.867,0.057,3.5
9.008,18.6,8.1,10,1.5,5.5,17,224,2.22,0.077,3.4
2.177,13.2,8.4,12.3,0.6,3.3,2.3,296,2.597,0.023,2.2
1.135,5.9,8.1,14.7,0.8,3.7,1.9,370,4.91,0.025,2.6
3.17,4.7,7.4,16.5,1.7,4.3,9.9,304,2.991,0.042,2.1
2.461,4.8,7.7,14,1.7,3.7,2.7,358,3.211,0.053,2.6
4.14,10.6,8.1,13.8,2.3,4.5,3.7,315,2.89,0.039,2.7
16.426,14.5,7.6,12.9,1.1,3.2,5.2,185,2.81,0.025,1.8
3.614,21.5,7.6,11.9,2.2,4.3,10.5,285,2.218,0.048,2.6
1.325,24.4,7.7,10.2,1.6,4.5,13.1,361,1.452,0.055,2.9
28.628,24.9,7.7,10.1,1.6,4,11.7,222,2.291,0.033,2.3
77.085,25.6,7.4,8.5,1.8,4.5,29.6,202,2.265,0.104,2.4
31.649,22.2,7.1,8.5,0.6,2.5,3.9,172,1.953,0.026,1.3
9.732,19.7,7.3,10.7,2.2,3.8,4.5,292,2.521,0.027,2.6
10.221,12,7.4,12.9,0.8,2.7,1.7,222,2.19,0.012,1.7
9.516,4.9,7.2,14.2,0.7,2.6,1.8,235,2.472,0.012,1.4
3.652,2.9,7.1,13.3,0.8,2.3,1.9,250,2.681,0.012,1
9.53,5.7,7.2,13.2,0.7,2.3,1.1,207,2.502,0.011,1.2
12.503,12.8,7.3,12.8,1.7,3.4,3.5,194,2.205,0.017,1.5
7.69,13.7,7.6,12.2,2.4,3.6,3.5,220,2.457,0.024,2
5.743,21.9,7.7,9,1.1,3.4,5.4,233,2.148,0.03,1.7
12.164,25.3,7.5,9.3,2.5,4.8,19.7,234,2.631,0.062,2.6
19.452,25.8,7.3,8.9,1.1,3.4,5.8,190,2.128,0.029,1.9
4.463,29.7,8.3,10.8,1.5,4.1,3.8,241,1.746,0.029,2.1
3.028,24.4,8.3,9.9,1.1,3.2,3.8,265,1.743,0.027,1.8
4.411,18.7,8.2,10.8,0.6,2.8,2,258,2.266,0.022,1.3
4.791,10.6,8,11.7,0.8,3,2.5,347,2.73,0.023,1.6
5.581,7.2,8.1,13,0.8,3.1,1.5,315,2.734,0.021,1.6
2.365,2.7,7.7,12.9,0.6,3,1.6,311,3.142,0.019,1.6
3.039,6.9,7.5,13.6,1,3.6,1.7,313,3.405,0.021,1.8
3.734,11.5,7.7,13,1.2,3.7,4.4,279,3.512,0.028,2.1
4.577,16.6,7.4,11.1,1.6,3.8,7.1,229,2.541,0.031,2
0.226,22.4,7.5,10.5,2.6,5.8,13.5,321,2.283,0.046,2.9
1.645,24.3,7.8,10.4,2.6,5.5,7.2,340,1.707,0.039,3
2.648,27.6,7.7,10,1.8,4.2,5.8,308,1.191,0.028,2.4
55.425,21.3,7.6,9.5,0.8,3.8,8.6,155,2.797,0.035,1.9
2.23,24.3,7.1,10.8,1.5,3.3,4.1,294,2.223,0.028,2
8.119,17.3,7.9,10.4,1.5,4.7,17.4,268,2.49,0.071,2.4
8.214,12.4,7.4,11.3,1.1,2.7,1.4,254,2.924,0.014,1.4
5.883,4.3,8.1,12.5,0.9,2.7,0.9,310,3.1,0.013,1.5
2.407,4.4,7.8,14.3,1.5,3.7,1.9,327,3.42,0.018,2
1.974,3.7,7.7,15.6,1.6,3.2,1.4,349,3.388,0.016,1.9
4.555,8.8,7.5,12.2,1.5,3.3,3.9,239,2.902,0.019,1.6
9.941,15.5,7.6,12,1.4,3.9,8.6,187,2.282,0.022,1.7
2.009,22.7,8,11.6,2.5,5.8,11.5,307,2.045,0.04,3.3
0.763,26.7,7.9,9.8,2.4,6.1,9.9,387,1.317,0.048,4.1
9.562,25,7.8,8.5,1.3,4.4,8.7,225,1.54,0.018,2.6
1.139,27.7,7.9,9.9,3.8,5.9,11.1,439,0.923,0.038,3.2
2.601,24.1,7.9,9.7,1.6,4.7,7,397,1.012,0.024,2.2
2.85,18.9,8.4,11,1.4,4.1,4.5,376,1.04,0.016,2.3
7.415,13.9,7.8,11.7,1,3.8,3.1,338,1.949,0.015,2
7.434,6.7,7.2,13.3,1,2.8,1.3,278,2.866,0.007,1.2
2.504,2.1,7.8,15.9,1.4,3.8,1.3,442,3.325,0.012,2.1
2.563,4.2,7.8,14,1.5,4.3,1.9,423,3.734,0.015,2.4
10.557,11.2,7.8,11.7,1.6,4,5,240,3.077,0.017,2.3
22.117,15.9,8.1,10.6,1.4,4.2,4.6,212,2.298,0.014,2.3
6.399,19.8,7.7,8.7,1.7,5,6.5,273,2.314,0.018,2.8
1.963,26.6,7.7,8.4,1.6,4.9,6.2,396,1.393,0.02,3.1
119.848,23.3,7.3,7.8,1.6,6.1,35.5,187,2.736,0.072,4.2
0.907,31,7.7,7.4,1.7,4.7,6.2,418,2.001,0.029,3
10.533,23.2,7.9,8.6,0.9,3.7,5.7,302,1.772,0.017,2.3
11.977,18.6,8.1,9.4,0.7,3.3,2.6,292,2.112,0.015,1.7
4.488,12.6,8.4,11,0.5,2.9,2.3,340,2.393,0.01,1.6
3.037,5.4,8.3,13.3,0.6,3.1,0.8,411,3.045,0.007,1.8
2.333,2.2,7.6,14.3,0.4,3.2,5.8,328,4.2,0.02,2.1
1.88,2,7.6,14.3,1.1,3.6,11.7,346,3.8,0.03,2.6
3.52,8.6,7.8,12.6,1.4,4.5,6.4,285,3.08,0.03,3
13.348,16.1,8,10.3,1.4,4.7,21.1,247,2.36,0.04,3.1
3.196,21.5,7.8,8.9,3.7,7.8,28.4,281,2.26,0.07,5.3
2.057,25.1,7.7,8.9,2.1,6.9,12,296,0.93,0.06,5.5
71.074,25.3,7.6,8.3,1.6,8.6,37.1,238,2.73,0.1,5.8
63.695,27.4,7.4,7.9,1.8,8.2,29,241,2.27,0.14,5.7
29.127,25.2,7.6,9.3,1.4,5.7,9.2,228,2.81,0.06,4.3
3.192,18.2,7.7,10.4,1,3.9,2,323,3.9,0.02,3.4
2.303,8.6,7.7,12.3,0.8,3.8,4.4,314,3.61,0.02,3.1
1.491,2.2,8.1,13.3,0.9,4.6,9.1,343,3.8,0.02,2.5
3.371,1.4,8.1,13,1,3.9,3.3,330,4.19,0.02,2.7
7.582,3.9,8.1,13.2,1.7,4.9,9.4,272,4.13,0.04,3
5.457,11,8.1,12.1,2.6,5.3,5.9,304,3.64,0.03,3.1
11.71,13.2,8.2,11.7,2.7,6.1,9.1,243,3.44,0.04,3.9
6.426,22.2,8.2,10,2.8,7,8,260,2.41,0.05,4.5
5.959,27,8.3,9.5,2.8,7.8,8.1,252,2.07,0.05,5.1
17.927,29.1,8.1,8.7,2.1,6.7,7.5,238,2.4,0.06,4.5
3.86,31,8.8,10,3.2,8.2,8.5,255,0.76,0.06,5.6
3.816,27.1,8.3,9,2.6,6.5,5.3,264,1.45,0.04,4.1
10.252,19.3,8.2,10.6,2.7,6.2,4.7,261,2.51,0.06,4
2.651,11.3,8.2,12.2,2,4.9,6.6,306,2.31,0.03,2.9
2.561,6.5,7.9,13.6,2.7,4.8,5.1,339,3.15,0.04,3.2
1.352,4.4,8.6,15.1,1,4,3.1,260,3.16,0.02,2.3
1.623,5.5,8.5,14.7,2.2,4.4,3,289,3.43,0.03,2.6
3.308,11,8.1,12.6,2.2,5.9,7.4,347,4.08,0.04,4.1
7.172,17.6,7.9,10.4,1.9,6.6,7.4,284,3.54,0.04,4
1.567,24.6,8.1,8.7,3.2,8.1,7.3,280,2.32,0.04,4.6
1.485,26,8.1,8.8,3.6,8.9,7.2,264,1.75,0.05,5.5
2.758,29.5,8.2,7.7,2.5,7.8,5.8,291,0.95,0.05,5
93.832,24.7,7.7,8.4,2.1,8.7,32.3,217,3.06,0.11,5.4
7.583,26.1,8.2,9.5,3,7.2,5.6,281,2.83,0.05,4.6
7.399,18.9,8.1,9.1,1.9,5.8,5,270,2.74,0.04,3.8
14.511,11.7,8.1,9.9,2,5.9,8.1,264,2.69,0.04,3.9
10.776,5.5,7.4,11.3,1.5,5.7,6,262,2.95,0.03,3.9
3.745,2.9,7.7,15.2,1.3,4.5,1.6,251,3.26,0.02,2.9
3.692,4.4,7.9,14.8,2.7,5,3.5,232,2.83,0.03,3.3
7.491,9.4,7.6,12.6,1.9,6.2,8.2,274,3.18,0.03,3.9
9.905,15.4,7.6,10.7,2,5.7,9.8,246,2.11,0.03,3.4
1.938,22.7,8.3,10.4,2.3,7.5,8.1,257,1.59,0.05,4.8
0.566,26.7,8.8,11.7,3.2,8.5,8.2,250,1.44,0.05,6.4
12.12,26.3,8,9.5,2.3,7.9,10.5,250,1.85,0.04,5.7
5.017,28.9,8,8.3,2.3,7,5.3,263,0.77,0.05,4.3
4.087,26.1,8.5,11.2,2.9,7.1,7.1,289,1.04,0.03,4.2
2.192,19.8,8.9,11.2,2.9,6.6,8.5,303,0.67,0.03,4.1
4.535,13.9,8.5,11,2.9,6.2,6.6,347,1.27,0.04,4
2.079,8.6,8.3,13.6,2.4,5,3.8,314,2.14,0.02,3
1.259,3.4,8.1,13.9,0.9,3.8,1.8,345,2.69,0.01,2.1
2.007,4.7,8.1,14.2,1.6,4.3,3.5,358,2.96,0.02,2.6
8.612,11.6,8.1,12.2,2.6,7.9,13.4,333,4.24,0.04,5.6
11.091,18.5,8.2,10.4,2.4,7.6,8.4,292,2.92,0.03,5.2
4.037,23.8,8.6,10.8,4,8.3,7.3,300,2.05,0.03,5.7
1.876,26.9,8.3,9.1,2.3,8.4,4.7,311,1.11,0.03,6.3
84.612,27.6,7.7,8.8,3.6,10.8,50.5,236,3.33,0.11,8.4
0.205,32.9,9.1,11.7,2.1,10.4,9.4,252,1.04,0.04,7.8
57.637,23.5,7.7,8.5,1.8,9.2,9.2,262,3.17,0.05,6.6
30.748,19.5,8,9.4,1.1,6.2,6.8,279,3.25,0.03,4.3
4.547,12.2,8.1,11.4,1.3,4.6,2.9,317,3.11,0.01,3.2
3.392,5.9,7.7,14,1.6,4.6,1.9,335,3.22,0.01,3.3
21.063,4,7.9,12.3,0.4,2.9,13.2,127,1.643,0.028,1.9
30.612,5.4,8.1,13.8,0.5,3.2,30,117,1.568,0.044,2.2
29.053,8.6,8.2,12,0.6,3,9.2,126,1.658,0.03,1.9
54.556,14.9,8.1,9.7,1.6,4.2,56.4,121,2.785,0.087,2.6
37.701,18.2,8,9.5,0.9,3,23.6,111,1.734,0.04,1.9
28.174,21.7,8,8.7,1,3.2,20.6,117,1.707,0.053,2.1
53.705,23.7,8,7.5,1.5,4.4,43.2,117,2.139,0.086,2.5
41.475,25,7.9,8.1,0.9,3.2,23.2,137,1.86,0.062,2.1
47.862,21.9,7.7,7.5,0.7,4.3,33,102,1.839,0.076,2.5
32.707,17.5,8,8.3,0.8,3.8,36.2,86,1.841,0.082,2.2
32.55,11,8,10.5,0.5,3.1,14.8,105,1.919,0.04,1.9
26.655,7,8,11.8,0.4,3,19,116,2.043,0.038,1.7
50.735,3.7,7.9,12.7,0.6,3.3,42.6,104,1.891,0.047,1.7
57.945,6.1,7.6,12.2,0.6,3.2,21.1,105,1.967,0.036,1.7
54.104,9.9,7.8,11.1,0.8,3.3,14.6,114,1.955,0.032,1.8
63.203,14.1,7.8,10,0.7,3.3,18.6,107,1.858,0.032,1.8
40.505,19.8,7.9,8.9,0.6,2.9,12.5,105,1.754,0.027,1.6
48.731,21.7,7.5,8.5,0.8,3.3,13.8,123,1.93,0.037,1.8
55.329,25.4,7.8,7,0.9,4.1,22.6,135,1.824,0.062,2.7
39.948,26.1,7.8,9.5,0.9,4.2,18.7,119,1.713,0.053,2.5
20.412,24.7,8.3,8.4,0.7,2.8,8,121,1.868,0.031,1.8
27.46,19.6,7.7,9.3,0.4,2.7,7.7,129,1.832,0.034,1.6
26.647,10.8,7.8,10.4,0.5,3.4,9.8,138,1.992,0.031,1.8
24.054,7.6,7.7,11.3,0.3,3,9.6,144,1.903,0.035,1.7
24.049,3.8,7.9,12.4,0.5,2.8,5.1,137,1.819,0.026,1.6
20.961,8.3,7.7,11.5,0.7,3,8.2,130,1.737,0.025,1.7
26.398,11,7.7,10.5,0.5,3.1,12.1,132,1.87,0.031,1.7
20.968,16.2,7.8,10,0.7,3.1,13.7,138,2.078,0.032,1.9
20.347,20.4,8,9,1.1,3.3,22.8,133,1.648,0.032,1.7
29.313,21,8.1,8.7,1.4,3.7,34.8,138,1.924,0.047,2.5
29.042,23.6,7.9,8.7,1.2,4.2,21.2,147,1.888,0.064,2.5
76.558,22.5,7.9,8.1,0.7,5.5,26.2,109,1.678,0.077,3.2
16.223,23.3,8.2,9,1.1,3.2,8.9,134,1.736,0.037,1.7
19.041,18.3,8,10.6,0.4,2.7,8.1,132,1.897,0.032,1.5
26.808,12.2,7.7,11.4,1.2,3.2,12.1,127,1.898,0.031,1.6
30.051,5.4,7.8,13.2,1.7,3.3,11.5,141,2.025,0.033,1.8
35.884,5.9,7.8,12.2,0.8,4,44.9,123,1.876,0.047,1.8
25.345,3.9,7.9,13.2,0.8,3,15.5,134,1.881,0.028,1.6
16.149,8,7.8,12.1,1.3,3,15.1,139,1.813,0.026,1.5
25.93,13.6,7.9,11,1.2,4.2,33.6,136,1.891,0.042,1.8
40.63,15.9,7.8,10.7,0.7,4.3,39.4,124,1.7,0.037,2.2
50.175,17.4,8,10.5,1.2,3.8,21.4,146,1.695,0.036,2
30.674,22.5,7.6,9,1.2,4.7,46,127,1.734,0.04,3
52.861,21.1,8,9.4,1.2,4.4,38.4,126,1.479,0.037,2
21.749,22,8,8.9,1,3.7,13.1,139,1.498,0.031,1.7
10.744,18.4,8,9.3,1.2,3.5,13,139,1.35,0.017,1.5
8.413,14.5,7.8,9.9,0.9,3.8,12.8,179,2.364,0.024,2
3.355,5.6,7.6,12.7,0.6,3.3,11,197,2.292,0.009,1.3
19.184,1.8,7.6,14.6,1,3.5,15.1,188,2.128,0.014,1.7
14.934,5.2,7.9,13.8,0.6,3.3,14.1,162,2.017,0.015,1.8
9.124,12.6,7.8,11.4,1.3,4.2,15.3,162,2.142,0.025,2.4
35.194,14.7,7.7,10.7,1.2,4.1,19.2,133,1.62,0.022,2.4
26.424,16.6,7.7,9.8,0.7,3.6,13.3,131,1.505,0.014,1.9
43.449,17.6,7.4,9.9,0.8,3.5,18.9,129,1.722,0.017,2.1
49.499,21.4,7.2,8.4,1.2,5.3,48.7,128,1.758,0.057,3.7
35.486,27.2,7.6,8.1,1.1,4,24.8,129,2.19,0.048,2.9
37.153,22.2,7.2,8.4,0.6,4.3,17.1,130,1.85,0.039,2.8
41.593,17.9,7.7,9.2,1.2,6,41.2,119,1.823,0.065,3.6
21.377,13.7,7.4,10.7,0.7,3.4,10,133,1.711,0.017,2.1
15.918,7.1,7.5,13.7,0.7,3.5,8.6,139,2.06,0.014,2.2
3.148,4.5,7.8,13,0.9,2.8,5.8,290,3.217,0.027,2
2.289,4.7,8.4,14.1,1.1,3.2,4.6,294,2.851,0.026,2.2
6.286,9.7,8.5,11.6,2.2,4.7,13.6,267,2.208,0.039,2.6
13.024,17.7,8.1,10,1.5,3.5,10.4,143,1.891,0.041,2.2
7.178,25.1,8.4,9.8,2,4.1,5.9,174,1.575,0.048,2.4
4.024,28.2,8.6,9.3,2.6,5.4,6.9,216,1.517,0.06,3.7
20.8,28.4,7.9,8.5,1.6,4.6,14.1,165,1.759,0.088,2.9
19.923,28.9,7.7,7.9,1.5,4.6,5.6,163,1.571,0.107,3.2
31.392,24.1,7.3,8.7,0.8,3.7,15.6,120,1.858,0.054,2.2
7.761,20.5,8.1,9.2,1.1,3.5,5.7,194,2.058,0.025,2
6.532,11.2,7.8,11.3,0.7,3,3.2,213,2.587,0.02,1.9
8.241,6.2,7.9,11.8,0.7,2.8,9.8,220,3.041,0.025,1.4
4.399,3.6,7.9,14.4,0.6,2.5,1.9,191,3.018,0.024,1.5
8.393,6,8,13.8,0.9,3.4,4.4,161,2.746,0.03,1.6
7.975,14.4,8.5,12.1,1.7,4.1,10.4,147,2.387,0.039,2.1
8.316,18.1,8.5,11.9,1.7,3.8,8.3,176,1.572,0.039,2.3
53.277,24.9,8.4,10.1,3.2,5.8,33,186,1.648,0.082,2.9
4.178,26.7,8.4,9.6,2.2,4.6,8.5,211,1.599,0.043,2.5
7.246,28.8,8.1,8.2,2.1,4.7,8.9,198,1.705,0.06,2.9
7.118,33.4,8,8.6,1.6,4.7,5.7,214,1.509,0.052,3.1
4.201,27.4,8.3,9.9,1.4,3.8,2.7,231,1.598,0.025,2.4
6.872,21.4,8.3,10.4,0.9,2.8,1.8,210,1.747,0.027,1.7
5.514,13.7,8.4,12.4,1.1,3.5,2.5,249,2.387,0.028,1.8
4.299,9.7,8.3,13.8,0.8,2.9,1.2,296,2.715,0.021,1.9
2.737,5.1,7.9,13.7,0.8,3,1.3,306,3.32,0.028,1.9
2.22,8.9,8,13,1.8,3.8,3.1,272,2.786,0.031,2.2
2.621,15.9,8.7,12.8,2.2,4.6,5.4,280,2.435,0.041,3
3.698,22.9,8.9,12.3,2.3,4.8,5.6,212,1.404,0.038,2.8
4.005,25,8,9.5,2.2,4.8,5.3,192,1.276,0.028,2.5
3.992,26,8.3,10.7,1.9,4.8,5.4,197,1.253,0.03,2.6
7.001,30.1,8.2,10.9,1.8,5,3.8,199,1.235,0.058,3
331.881,21.5,7.4,9.7,1.6,8.1,57.4,97,2.038,0.132,3.6
8.315,26.8,8.4,11.4,1.3,3.7,2.2,195,1.835,0.028,2.2
8.053,20,8,11.6,1,3.3,2,202,1.697,0.021,1.8
11.465,14.4,7.9,12.9,1.2,3.7,3.3,193,2.111,0.026,2.1
9.711,8.5,7.8,13.9,0.7,2.7,3.2,206,2.535,0.019,1.7
3.76,7.9,7.9,14.9,1.3,3.2,1.3,276,2.923,0.016,2
3.032,8.4,7.9,15.5,2.2,3.6,3.1,274,2.926,0.026,2.3
5.113,12.7,7.9,12.7,1.5,3.9,4.3,211,2.086,0.024,2.2
9.841,16.9,8.3,12.1,1.6,4.4,6.9,161,1.477,0.028,2.1
14.681,24.8,8.5,11.6,1.9,5.1,10.2,151,1.264,0.047,2.8
2.599,29.8,9,12,2.3,5.9,5.5,212,1.22,0.052,3.8
83.199,25.8,8.1,11.4,1.2,5.6,13,174,1.354,0.051,3.6
14.819,24.1,7.4,8.6,2,5.3,7.9,192,1.061,0.045,2.6
6.03,27,7.9,12.1,1.5,4.3,4,215,1.267,0.031,2
3.54,23.1,8,10.8,1.4,4.2,2.3,233,1.435,0.02,2.1
6.744,16.5,7.7,13.7,1.2,4.1,2.1,228,2.104,0.022,2.1
4.431,12,7.8,15.7,1,3.6,1.2,322,2.754,0.011,1.5
3.019,5.7,8.2,13.8,0.6,3.4,1.7,333,2.956,0.01,1.7
5.599,8.3,8.3,13.7,1.2,4.5,2.5,251,2.696,0.017,2.3
7.632,15.8,8.6,13.4,1.5,4.2,4.2,169,2.18,0.021,2.4
11.669,21,8.5,13.1,1.4,4.3,3.4,154,1.533,0.021,2.6
7.961,22.1,8.5,10.7,1.8,4.7,3.1,156,1.304,0.024,2.8
5.632,27,8.6,10.8,1.8,6.2,9.9,188,1.455,0.034,4.3
18.889,27.6,7.9,10.4,1.8,4.9,7.8,175,1.928,0.079,3.3
3.583,31.4,8.3,11.4,1.5,5.7,2.4,228,0.896,0.047,3.5
36.394,24,7.7,9,0.8,4.5,5.3,148,2.051,0.051,3.1
78.377,19.2,7.7,9.8,1.1,6.1,19.6,133,1.968,0.067,3.6
6.207,14.6,8.7,12.9,0.8,3.6,1.1,185,1.981,0.012,2.1
4.591,8.3,8.4,13.5,1,3.4,1.2,253,3.034,0.007,2
5.188,5.7,7.5,12,3.4,4.5,11.2,421,7.299,0.039,2.2
4.939,7.3,7.7,11.6,1.4,4.4,5.6,371,6.43,0.038,3.1
4.869,11.1,8,11.4,1,4,4.9,372,4.488,0.033,2.1
6.592,17.3,7.9,9.2,0.9,3.9,4.3,297,3.686,0.026,1.3
2.999,21.7,8,10,1.4,4.5,3.1,377,3.842,0.033,4.1
2.745,26.8,7.7,8.6,2.1,4.9,14.8,356,3.492,0.111,3.8
41.184,27.1,7.6,8.1,1.2,5.5,37.3,241,3.298,0.137,3.6
51.773,26.4,7.5,8,1.2,6.1,41.2,181,3.209,0.201,3.9
48.511,24.7,7.5,9,0.8,4.2,32.3,164,3.638,0.112,2.6
7.244,19.2,8.2,10.8,1.3,3.9,5.2,276,3.648,0.054,2.3
7.962,10.6,7.7,11,1.2,3.9,14.2,243,4.027,0.068,2.5
6.34,5.2,7.9,13,1.2,3.5,11.7,316,4.711,0.058,2.2
4.801,5.1,8.1,13.1,1.2,3.8,22.3,338,5.194,0.085,2.2
7.829,6.5,7.9,12.8,1.8,4.1,21.6,301,4.751,0.083,2.5
6.501,11.9,7.9,11.8,1.9,4.6,20.6,302,4.309,0.075,2.5
5.177,13.3,7.8,11,2.3,4.6,42.7,283,4.54,0.126,2.1
8.893,22.9,7.7,9.2,2.9,6.5,48.4,284,4.226,0.155,3.1
3.46,27,7.8,8.6,2,5.2,20.1,341,3.235,0.128,3.1
11.972,28.3,7.5,7.9,1.6,5.1,23.7,289,2.912,0.12,3.2
6.417,31.1,7.9,8.4,2.2,4.6,17.6,299,2.354,0.116,3.1
3.967,27.1,7.7,7.9,0.9,3.5,6.5,349,2.73,0.101,2.5
6.408,19.3,7.6,9.3,0.7,3.4,14.2,328,3.403,0.103,1.9
4.628,11.1,7.7,11.8,2,4.7,33.4,379,4.68,0.128,2.7
3.818,8.8,7.6,11.9,0.9,2.7,9.1,400,5.039,0.076,2.1
8.132,3.5,7.8,14.2,1.3,4.5,16.5,293,4.35,0.087,2.4
2.549,6.8,7.7,12.8,0.9,4.1,5.4,406,5.916,0.072,2.2
3.466,12.9,7.8,11.7,1.4,4.3,6.1,416,5.843,0.068,2.7
4.85,18.8,7.6,9.9,2,4.4,8.2,350,5.205,0.079,2.8
3.528,25.2,7.8,8.6,3.1,6.1,10.6,347,4.585,0.096,3.9
