Year, Month, Date,Spot,Time,BOD,COD,TN,TP,TOC,NH3N,NO3N,PO4P,SS,pH,DO,EC,Chla,WT,WL,WS,RF,TI,TD
2021,11,2021.11.15,±¤»ê,2139,5.4,7.7,3.944,0.253,5.5,1.057,2.035,0.196,7,6.9,8.4,321,36.7,12.5,7.52,9.009,0,8.75,6.48
2021,11,2021.11.22,±¤»ê,2146,4.1,8.3,4.738,0.097,5.1,1.253,2.526,0.033,6.3,6.9,9.4,384,52.2,13.3,7.53,9.0279,3.7759,8.673,8.453
2021,11,2021.11.29,±¤»ê,2153,4,8,6.322,0.206,5.7,2.643,2.473,0.149,6.4,6.9,8.2,430,28.7,11.6,7.52,9.009,0,7.83,7.83
2021,12,2021.12.06,±¤»ê,2160,4.9,7.1,5.166,0.191,5.3,1.826,2.495,0.086,8.8,7,10.4,413,42.5,9.3,5.96,6.798,0,13.283,13.454
2021,12,2021.12.13,±¤»ê,2167,5.5,8.9,6.337,0.158,6,2.735,2.446,0.027,19.1,7.1,10.7,448,58.3,10.4,6.01,6.872,0,11.757,10.901
2021,12,2021.12.20,±¤»ê,2174,5.8,7.8,7.282,0.125,6.1,3.172,3.023,0.018,8.6,7.2,12,457,36.6,7.4,6,6.857,0.2828,11.96,12.991
2022,1,2022.01.03,±¤»ê,2188,5.5,10.4,7.471,0.163,6.5,3.193,3.117,0.007,12.8,7.5,14.4,448,72.3,5.7,6.01,6.8719,0,11.188,11.36
2022,1,2022.01.10,±¤»ê,2195,6.1,10.1,8.196,0.26,8.4,3.763,2.79,0.005,10.1,7.1,15.1,467,97.2,6.5,6.01,6.8719,0,10.881,11.053
2022,1,2022.01.17,±¤»ê,2202,6.9,8.7,9.409,0.118,6.8,5.626,2.527,0.01,11.7,7.3,13.3,475,54.9,5.8,6.01,6.8719,0.0707,11.028,10.856
2022,1,2022.01.24,±¤»ê,2209,5.8,10,10.126,0.229,7.7,5.699,2.659,0.067,12.9,7.2,13.9,486,71.9,7.4,6.02,6.8868,0,9.287,8.088
2022,2,2022.02.03,±¤»ê,2219,6.5,10.6,10.986,0.226,8.1,6.032,2.253,0.076,14.8,7.3,14.4,480,71.1,6.8,5.97,6.8127,0,10.5,11.013
2022,2,2022.02.07,±¤»ê,2223,7.7,12.3,9.731,0.178,7.9,5.831,2.527,0.037,15.5,7.5,15.2,482,85.2,6.5,5.99,6.8423,0,10.262,9.578
2022,2,2022.02.14,±¤»ê,2230,7.8,11.5,9.575,0.132,7.6,5.816,2.301,0.013,15,7.3,14.9,470,82.1,8.4,5.98,6.8275,0,9.603,9.603
2022,2,2022.02.21,±¤»ê,2237,6.3,10.5,10.735,0.147,7.8,6.57,2.634,0,13.3,7.4,12.5,496,71.3,6.4,6,6.8571,0.0707,9.602,8.918
2022,2,2022.02.28,±¤»ê,2244,9.2,12.5,9.996,0.135,8.3,5.735,2.67,0.012,18.4,7.4,14.9,470,84.1,8.3,6,6.8571,0,8.033,6.835
2022,3,2022.03.07,±¤»ê,2251,8.4,12.8,10.095,0.163,9.4,5.85,2.283,0.01,20.3,7.3,13.2,514,115,10.4,5.98,6.8275,0,7.769,7.085
2022,3,2022.03.14,±¤»ê,2258,7.7,10.8,12.947,0.252,7.5,9.229,1.885,0.138,9.6,6.7,5.5,517,15.4,14.8,5.98,6.8275,1.4503,8.489,7.12
2022,3,2022.03.21,±¤»ê,2265,6.1,9.3,8.093,0.265,6.4,6.001,1.286,0.158,6.9,6.7,5.1,442,5.7,11.3,5.99,6.8423,0,10.787,10.958
2022,3,2022.03.28,±¤»ê,2272,7,8.8,4.187,0.133,6.1,0.744,2.434,0.064,18.6,6.8,9.4,243,25.3,12.3,5.95,6.7832,0,29.229,28.887
2022,4,2022.04.04,±¤»ê,2279,8,13.6,5.278,0.155,6.8,1.782,2.27,0.02,20.9,7.5,14.4,317,111.6,14.4,5.48,6.0883,0,10.947,10.947
2022,4,2022.04.11,±¤»ê,2286,12.8,15.1,6.87,0.164,6.7,2.912,2.125,0.011,21.7,7.3,11.4,377,178,17.7,5.52,6.1474,0,10.276,9.763
2022,4,2022.04.18,±¤»ê,2293,7.4,11.4,7.193,0.132,6.3,4.555,1.476,0.011,8.6,6.9,7.7,399,30.8,18.3,5.49,6.1031,0,8.315,7.459
2022,4,2022.04.25,±¤»ê,2300,11.3,12.8,7.643,0.133,7.5,3.604,2.098,0.01,12,7.4,11,446,92.8,20.8,5.466,6.0676,22.3014,18.021,17.918
2022,5,2022.05.02,±¤»ê,2307,12.2,14.2,6.492,0.319,10.6,3.636,1.141,0.082,19.1,7,8.5,339,119.3,18.3,5.44,6.0291,0,9.507,10.363
2022,5,2022.05.09,±¤»ê,2314,11,12.3,8.756,0.111,7.6,4.861,1.972,0,13.8,7,10.3,429,54.7,21.6,5.44,6.0291,0,8.19,9.046
2022,5,2022.05.16,±¤»ê,2321,12,14.7,9.048,0.16,8.7,5.46,1.856,0,17.8,7.4,12.3,524,77.7,20,5.45,6.0439,0,7.977,7.806
2022,5,2022.05.23,±¤»ê,2328,12.5,15.5,6.079,0.2,8.9,2.736,1.792,0.009,19.4,8.1,14.6,473,130.5,23.5,5.44,6.0291,0,11.8,12.827
2022,5,2022.05.30,±¤»ê,2335,10.6,14.4,4.392,0.195,8.2,1.918,1.036,0,18.1,7.7,10.2,405,95.5,24.1,5.46,6.0587,0.3253,16.466,20.744
2022,6,2022.06.07,±¤»ê,2342,5.9,11.1,2.431,0.186,7.4,0.638,0.902,0.038,15.4,6.8,6.5,255,18.9,23.1,5.57,6.2213,16.3948,27.052,24.999
2022,6,2022.06.13,±¤»ê,2348,8,12.5,5.284,0.151,7.8,2.462,1.449,0.007,15.7,6.9,8.5,372,71.1,24.8,5.46,6.0587,0,15.99,16.846
2022,6,2022.06.20,±¤»ê,2355,7.9,12.3,4.78,0.167,8.5,1.997,1.237,0.028,13.2,6.9,7,406,49.4,26.8,5.42,5.9996,2.2161,16.646,17.673
2022,6,2022.06.27,±¤»ê,2362,5.2,11.7,3.334,0.177,7.6,1.176,1.069,0.066,17.5,6.7,6.1,272,23.4,26.9,5.44,6.0291,2.3771,15.507,16.328
2022,7,2022.07.04,±¤»ê,2369,7.5,12.6,4.295,0.243,8.6,1.988,0.871,0.063,18,7,7.6,371,67.4,29.5,5.52,6.1474,1.5598,19.89,19.548
2022,7,2022.07.11,±¤»ê,2376,8.4,12.6,4.163,0.38,8.9,1.976,0.805,0.173,19.2,6.7,5.5,345,79.3,28.9,5.52,6.1474,12.0944,22.882,22.198
2022,7,2022.07.19,±¤»ê,2384,6.4,8.4,2.477,0.217,6.2,0.839,0.941,0.108,13.9,6.2,4.5,227,11.8,25.6,5.446,6.038,0.7801,55.178,57.129
2022,7,2022.07.25,±¤»ê,2390,5.2,8,2.768,0.176,5.4,1.09,1.179,0.066,12.9,6.5,4.3,237,31.6,25.7,5.48,6.0883,0.0077,22.654,21.73
2022,8,2022.08.01,±¤»ê,2397,7.7,11.1,6.42,0.377,7.4,4.244,0.925,0.231,13.4,6.6,3,364,15,27.3,5.45,6.0439,6.55,46.445,47.266
2022,8,2022.08.08,±¤»ê,2404,8.5,13.2,3.452,0.278,8,1.315,0.904,0.048,32.4,7.5,9,335,84,30.8,5.45,6.0439,0,15.392,16.419
2022,8,2022.08.17,±¤»ê,2413,6.2,8.2,4.594,0.266,6.5,2.977,0.936,0.173,8.3,6.3,1.5,251,21.3,27.7,5.484,6.0942,0.1519,26.451,27.923
2022,8,2022.08.22,±¤»ê,2418,4.6,8.7,2.89,0.207,5.7,1.187,0.962,0.081,14.2,6.6,4.9,243,26.4,28.6,5.488,6.1001,0,16.519,16.211
2022,8,2022.08.29,±¤»ê,2425,6.2,9.9,3.159,0.168,7.5,0.907,1.425,0.015,14.2,7.3,9.9,306,80.7,25.9,5.4,5.97,0.0077,10.118,11.487
2022,9,2022.09.05,±¤»ê,2432,3.1,8.1,2.532,0.142,6,0.964,0.811,0.009,12.4,6.9,7.4,289,48.7,26.1,5.508,6.1297,45.8374,44.24,44.274
2022,9,2022.09.13,±¤»ê,2440,5.7,8.8,4.221,0.125,6,0.968,2.447,0.01,11.2,6.6,8,285,43.7,25.4,5.51,6.1326,0.7642,12.91,12.226
2022,9,2022.09.19,±¤»ê,2446,3.5,8.6,5.758,0.174,6.3,2.971,2.223,0.036,13.9,6.9,7.1,384,48.8,27,5.45,6.0439,0,11.975,13.002
2022,9,2022.09.26,±¤»ê,2453,5.2,9.6,3.024,0.163,6.5,0.713,1.661,0.004,19.3,7.2,10.7,333,56.8,22.6,5.47,6.0735,0,11.277,11.619
2022,10,2022.10.05,±¤»ê,2462,7.2,9.1,3.783,0.281,6.7,1.987,0.764,0.123,17.2,6.2,4,254,17.6,22.1,5.53,6.1622,0,19.691,18.151
2022,10,2022.10.11,±¤»ê,2468,6,9.1,5.218,0.161,6.5,1.608,2.751,0.008,16.2,6.7,8.8,391,31.7,19.1,5.468,6.0705,0.3323,10.69,10.04
2022,10,2022.10.17,±¤»ê,2474,5.2,12,4.975,0.201,6.9,1.779,2.471,0.001,15.6,7,12.2,417,61.3,20.8,5.49,6.1031,0,8.869,8.903
2022,10,2022.10.24,±¤»ê,2481,5.7,9.8,5.212,0.127,6.7,1.222,2.931,0.001,16.6,6.6,12,456,60.1,17.8,5.47,6.0735,0,8.136,8.136
2022,11,2022.11.01,±¤»ê,2488,3.9,9.4,6.114,0.12,5.5,2.186,2.87,0.012,9.4,6.8,9.6,490,28.4,17.7,5.4591,6.0574,0,7.507,8.036
2022,11,2022.11.07,±¤»ê,2494,4.8,9.1,6.482,0.113,5.7,2.092,3.102,0.009,9,6.9,10.4,499,22.3,14.2,5.48,6.0883,0,6.506,6.164
2022,11,2022.11.14,±¤»ê,2501,5.1,8.7,6.99,0.183,6,2.514,2.861,0.032,6.5,7,8.2,483,18.5,16.6,7.3691,8.7984,0,11.158,7.357
2022,11,2022.11.21,±¤»ê,2508,4.1,8.3,4.199,0.162,5.8,1.595,1.652,0.058,5.4,6.7,4.5,386,17.2,14.5,7.5309,9.0296,0,5.996,6.416
2022,11,2022.11.28,±¤»ê,2515,3.9,8.3,5.754,0.09,5.7,2.06,2.667,0.024,5,6.2,4.4,472,17.1,13.7,7.44,8.8919,7.2361,8.778,10.792
2022,12,2022.12.05,±¤»ê,2522,4.2,8,5.888,0.127,5.5,1.85,2.966,0.041,7.9,6.8,9.1,473,11.4,8.3,5.9318,6.7563,0,10.048,10.531
2022,12,2022.12.12,±¤»ê,2529,5.1,9.2,7.049,0.145,5.2,2.434,3.573,0.024,9.6,6.9,9.3,533,20.9,8.8,5.95,6.7832,0.1414,8.487,8.393
2023,1,2023.01.09,±¤»ê,2557,5.2,9.2,8.217,0.132,6.2,3.715,3.524,0.005,10.1,6.7,13,570,48.7,6.9,6.0391,6.9151,0,10.218,9.718
2023,1,2023.01.16,±¤»ê,2564,5.8,9.1,4.25,0.256,5.8,1.366,2.199,0.039,17.6,7,10.3,433,62.5,7.7,6.02,6.8868,0,15.031,15.562
2023,1,2023.01.30,±¤»ê,2578,5.9,11.3,11.805,0.174,7,6.653,3.055,0.01,12.5,6.8,13.9,547,47.9,5.2,5.98,6.8275,0.2184,12.925,13.439
2023,2,2023.02.06,±¤»ê,2585,6.3,11.1,10.757,0.139,7.9,6.914,3.154,0.01,12.9,7.1,13.6,544,55.5,6.7,5.95,6.7832,0,11.085,11.941
2023,2,2023.02.13,±¤»ê,2592,8.6,13.8,8.071,0.27,9.1,4.549,2.036,0.044,19.2,6.8,11.4,561,53.8,8.4,5.9718,6.8154,0,10.698,11.04
2023,2,2023.02.20,±¤»ê,2599,7.7,9.8,9.162,0.145,7.4,5.289,2.618,0.005,14,7,12.3,547,59,8.8,5.95,6.7832,0,10.145,9.974
2023,2,2023.02.27,±¤»ê,2606,8.4,12.6,10.297,0.138,7.6,5.941,2.901,0.006,13.5,7.5,12,569,51.6,9.1,5.96,6.798,0,9.505,9.334
2023,4,2023.04.03,±¤»ê,2641,9.5,14.2,9.967,0.121,9.1,6.07,2.881,0.005,9.2,7.5,13.4,584,68.6,16.5,5.96,6.798,0,4.816,4.474
2023,4,2023.04.10,±¤»ê,2648,5.3,9.6,4.672,0.12,5.8,2.169,1.786,0.018,6.6,6.9,7.5,406,28.6,14.8,5.98,6.8275,0,11.802,12.488
2023,4,2023.04.17,±¤»ê,2655,9,12.3,7.744,0.136,7.5,3.522,2.685,0.011,12.4,7.2,9.5,504,67.6,16.6,5.94,6.7684,0,9.064,9.483
2023,4,2023.04.24,±¤»ê,2662,8.1,11.9,9.064,0.097,7.4,5.247,2.085,0.005,9,7.6,11.8,510,42.5,19.9,5.9573,6.794,0,6.998,6.702
2023,5,2023.05.02,±¤»ê,2670,12.4,15.8,9.384,0.147,10.6,4.797,2.857,0.004,12.8,8,12.1,520,83,18.7,5.93,6.7536,0,6.425,6.767
2023,5,2023.05.08,±¤»ê,2676,4.2,8.1,3.802,0.167,5.4,0.944,2.313,0.088,14.4,7.1,7.9,202,3.7,16.1,6.14,7.0649,0,43.208,40.399
2023,5,2023.05.15,±¤»ê,2683,5.8,11,5.18,0.094,6.8,0.839,3.005,0.007,13.8,8.2,11.7,352,45,21.3,5.96,6.798,0.0479,11.391,12.591
2023,5,2023.05.22,±¤»ê,2690,7.1,10.9,5.532,0.224,7.4,2.668,1.689,0.11,11.9,7.2,7.3,380,33.6,23.2,5.95,6.7832,0.0306,10.404,10.746
2023,5,2023.05.30,±¤»ê,2698,5.9,8.6,2.737,0.171,6.4,1.006,0.968,0.088,19.8,7.1,5.9,245,8.3,21.7,5.9582,6.7953,3.4405,84.371,84.915
2023,6,2023.06.05,±¤»ê,2704,8,13,3.724,0.141,7.8,1.207,1.499,0.009,15.1,7.4,8.7,312,79.7,24.3,6.07,6.961,0.0958,21.975,21.819
2023,6,2023.06.12,±¤»ê,2711,5.9,9.6,3.136,0.114,6.5,0.833,1.279,0.003,12.3,7.6,8.6,349,36.8,26,6.11,7.0204,0.6271,19.22,18.533
2023,6,2023.06.19,±¤»ê,2718,4.9,12,3.766,0.097,7.2,1.382,1.293,0.008,8,7.5,7.1,392,26.7,27.4,5.9382,6.7657,0.2395,10.712,10.743
2023,6,2023.06.26,±¤»ê,2725,6.2,11.9,3.878,0.245,7.7,2.129,0.755,0.037,45.6,7,2.6,235,7.5,23.8,6.06,6.9462,49.5848,128.952,128.062
2023,7,2023.07.03,±¤»ê,2732,3.1,6.3,3.327,0.16,4.6,1.065,1.812,0.112,8.9,7.1,6.2,225,3.5,25.7,6.03,6.9016,0,44.187,43.235
2023,7,2023.07.10,±¤»ê,2739,2.9,6.4,3.044,0.172,4.5,0.77,1.748,0.117,14.1,7.1,6.4,204,3,25.3,6.02,6.8868,4.3783,71.809,71.263
2023,7,2023.07.20,±¤»ê,2749,2.4,6.1,1.906,0.133,4,0.129,1.357,0.064,29.1,7.3,7.5,127,6.4,24.4,5.9318,6.7563,1.8106,303.952,303.765
2023,7,2023.07.26,±¤»ê,2755,3.5,5,2.013,0.122,3.7,0.292,1.316,0.058,20.8,7,7.5,134,3.1,24,5.99,6.8423,12.1741,158.977,157.608
2023,8,2023.08.02,±¤»ê,2762,5.8,8.4,3.003,0.118,5.6,0.646,1.635,0.01,25.6,7.8,8.8,259,42.5,29.9,6.05,6.9313,1.9892,30.588,30.588
2023,8,2023.08.07,±¤»ê,2767,6.4,9.4,4.207,0.183,5.1,1.691,1.478,0.053,12.3,7.4,5,338,54.3,30.9,5.8518,6.638,14.1526,56.27,59.493
2023,8,2023.08.16,±¤»ê,2776,6.2,8.3,2.461,0.115,5.8,0.213,1.794,0.028,12.9,7.7,9.4,237,62.7,30.1,5.98,6.8275,0.023,28.152,27.125
2023,8,2023.08.21,±¤»ê,2781,4.7,7.9,2.586,0.184,5,0.796,1.165,0.089,11.1,7.2,6.7,246,40.7,30.1,5.96,6.798,0.0554,25.906,27.621
2023,8,2023.08.29,±¤»ê,2789,2.4,6.2,3.135,0.159,4.7,1.075,1.797,0.093,15.9,7.2,5.9,258,15,28.1,6.04,6.9165,28.5456,91.685,92.2
2023,9,2023.09.04,±¤»ê,2795,4,7.2,2.953,0.114,4.7,0.833,1.291,0.069,9.7,6.9,5.9,233,12.3,26.9,5.9182,6.7362,4.5045,38.178,39.578
2023,9,2023.09.11,±¤»ê,2802,4.6,8.6,2.62,0.111,5.5,0.482,1.593,0.01,13.4,7.5,8.8,286,31.3,27.5,6.05,6.9313,0,23.386,23.386
2023,9,2023.09.18,±¤»ê,2809,2.9,6.7,2.558,0.198,5.5,0.796,1.382,0.119,16.9,6.7,5.6,167,1.6,24.9,5.98,6.8275,0.046,85.462,86.148
2023,9,2023.09.25,±¤»ê,2816,2.1,5.1,2.72,0.08,4.1,0.675,1.844,0.05,6.9,7,7.1,223,2.3,23.1,6,6.8571,0,42.492,43.351
2023,10,2023.10.04,±¤»ê,2825,3.1,5.5,3.121,0.065,5,0.783,1.856,0.023,8.2,7.2,8.8,234,9,21.3,6.03,6.9016,0.6673,25.895,24.866
2023,10,2023.10.10,±¤»ê,2831,6.5,7.9,3.835,0.074,7.8,1.101,2.275,0.008,10.8,7.3,10.8,305,62.8,20.5,5.97,6.8127,0,15.955,15.271
2023,10,2023.10.16,±¤»ê,2837,4.7,9.5,4.219,0.071,6.1,1.615,2.127,0.006,15.4,7.4,10,325,69.1,20.3,6.09,6.9907,0,16.948,15.402
2023,10,2023.10.23,±¤»ê,2844,7.2,9.6,4.449,0.106,6.4,1.592,2.202,0.006,14.6,7.4,11,345,49.6,17.5,5.95,6.7832,0,13.271,12.51
2023,10,2023.10.30,±¤»ê,2851,7.9,9,5.041,0.104,7.6,1.998,2.15,0.004,15.4,8,12.1,378,51.8,18.8,5.94,6.7684,0.0021,12.04,12.896
2023,11,2023.11.06,±¤»ê,2858,5.1,8.4,5.747,0.151,6,3.488,1.659,0.047,13.9,7.2,7,389,27.1,20.6,5.9464,6.7779,21.2281,44.324,45.241
2023,11,2023.11.13,±¤»ê,2865,6.4,8,3.428,0.145,4.7,0.925,1.792,0.064,11.5,7.2,10.4,293,24,12.1,6.3409,7.3631,0.0728,11.851,5.979
2023,11,2023.11.20,±¤»ê,2872,4.5,7.2,5.442,0.189,5.9,2.761,1.776,0.118,7.7,6.8,7.7,327,24.9,10.9,7.52,9.009,0,16.03,16.689
2023,11,2023.11.27,±¤»ê,2879,5.7,8.2,5.87,0.103,6.4,2.946,2.219,0.015,10.6,7.3,11.3,378,31.2,10.7,7.57,9.1089,0.8729,9.303,9.303
2023,12,2023.12.04,±¤»ê,2886,7.1,9.2,7.34,0.103,7.6,3.431,3.142,0.009,11.3,7.2,13.7,456,46.2,9.4,5.97,6.8127,0,10.379,10.208
2023,12,2023.12.11,±¤»ê,2893,6.5,8.7,7.05,0.141,7.1,4.136,2.346,0.012,10.3,7.2,12,457,70.7,12.7,5.95,6.7832,23.2071,23.948,24.259
2023,12,2023.12.18,±¤»ê,2900,3.8,6.9,3.63,0.161,5.1,0.703,2.412,0.104,12,6.8,11.3,224,6.7,6.6,6.0264,6.8963,0.3882,32.689,32.969
